,name,external_id,description,labels,metadata,parent_external_id
48,Brine Tank,OPMBT115,,"['isa95:unit', 'function:brineStore']","{'cycle time': '3 s', 'site': 'Oslo', 'src': 'sap', 'type': 'brine_tank'}",oslo_production_mould
49,Wrapping,OPMW541,,"['isa95:unit', 'function:wrap']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Oslo', 'src': 'sap', 'type': 'wrapping'}",oslo_production_mould
50,Volumetric Filler,OPMVF765,,"['isa95:unit', 'function:volumetricFill']","{'cycle time': '3 s', 'site': 'Oslo', 'src': 'sap', 'type': 'volumetric_filler'}",oslo_production_mould
51,"Main Drive, Indexing Chain Conveyor",OPMD584,,"['isa95:unit', 'function:transportConveyor']","{'cycle time': '3 s', 'site': 'Oslo', 'src': 'sap', 'type': 'main_drive,_indexing_chain_conveyor'}",oslo_production_mould
52,Chocolate Coating,OPMC079,,"['isa95:unit', 'function:coat']","{'cycle time': '3 s', 'site': 'Oslo', 'src': 'sap', 'type': 'chocolate_coating'}",oslo_production_mould
53,Defroster System,OPMDS552,,"['isa95:unit', 'function:defrost']","{'cycle time': '3 s', 'site': 'Oslo', 'src': 'sap', 'type': 'defroster_system'}",oslo_production_mould
54,Cartoning,OPMC561,,"['isa95:unit', 'function:carton']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Oslo', 'src': 'sap', 'type': 'cartoning'}",oslo_production_mould
55,Brine Flow System,OPMBFS561,,"['isa95:unit', 'function:brineTransport']","{'cycle time': '3 s', 'site': 'Oslo', 'src': 'sap', 'type': 'brine_flow_system'}",oslo_production_mould
56,"Extractor, Dipping and Lay-off",OPME012,,"['isa95:unit', 'function:extractDryLayoff']","{'cycle time': '3 s', 'site': 'Oslo', 'src': 'sap', 'type': 'extractor,_dipping_and_lay-off'}",oslo_production_mould
57,Stick Inserter,OPMSI664,,"['function:insertStick', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Oslo', 'src': 'sap', 'type': 'stick_inserter'}",oslo_production_mould
