,name,external_id,description,labels,metadata,parent_external_id
13,Lid Dispensing,HPF1LD988,,"['function:dispense', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'lid_dispensing'}",hannover_production_fill_10
14,Cone Dispensing,HPF1CD474,,"['function:dispenseCone', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'cone_dispensing'}",hannover_production_fill_10
15,Crimping,HPF1C370,,"['function:crimp', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'crimping'}",hannover_production_fill_10
16,Cartoning,HPF1C927,,"['function:carton', 'isa95:unit']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'cartoning'}",hannover_production_fill_10
17,Dry Topping,HPF1DT109,,"['function:applyTopping', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'dry_topping'}",hannover_production_fill_10
18,Filling Line 20,hannover_production_fill_20,,['isa95:production_line'],"{'Connections': '3 ~ 400 V, 50-60 Hz', 'Total consumption': 'Depending on filler setup', 'Main breaker': '50 A', 'Supply pressure': '6 bar', 'Total consumption VN': 'Depending on filler setup', 'Consumption (during cleaning)': '50 l/min', 'site': 'Hannover', 'src': 'sap', 'type': 'filling_line'}",hannover_production
19,Chocolate Spray,HPF2CS463,,"['function:coatSpray', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'chocolate_spray'}",hannover_production_fill_20
20,Wet Topping,HPF2WT265,,"['function:topping', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'wet_topping'}",hannover_production_fill_20
21,Sleeve Dispensing,HPF2SD585,,"['function:sleeveDispense', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'sleeve_dispensing'}",hannover_production_fill_20
22,Coding,HPF2C534,,"['function:coding', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'coding'}",hannover_production_fill_20
23,Wrapping,HPF2W693,,"['function:wrap', 'isa95:unit']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'wrapping'}",hannover_production_fill_20
24,Filling Valves,HPF2FV485,,"['function:fill', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'filling_valves'}",hannover_production_fill_20
25,Transfer System,HPF2TS185,,"['function:transfer', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'transfer_system'}",hannover_production_fill_20
26,Lid Dispensing,HPF2LD988,,"['function:dispense', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'lid_dispensing'}",hannover_production_fill_20
27,Cone Dispensing,HPF2CD474,,"['function:dispenseCone', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'cone_dispensing'}",hannover_production_fill_20
28,Crimping,HPF2C370,,"['function:crimp', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'crimping'}",hannover_production_fill_20
29,Cartoning,HPF2C927,,"['function:carton', 'isa95:unit']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'cartoning'}",hannover_production_fill_20
30,Dry Topping,HPF2DT109,,"['function:applyTopping', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'dry_topping'}",hannover_production_fill_20
31,Pasteurization and Homogenization 10,hannover_production_pasteur_10,,['isa95:process_cell'],"{'Function': ' Ice cream batch process mix plant', 'Year of manufacture': ' 1996', 'Capacity': '500 litres/per hour', 'Electrics': ' 380V/3 Phase/50 Hz', 'Overall installed power': '10,7 kW', 'Length': '395 cm', 'Width': '150 cm', 'Height': '210 cm', 'Weight': '2,150 kgs', 'site': 'Hannover', 'src': 'sap', 'type': 'pasteurization_and_homogenization'}",hannover_production
32,Plate Heat Exchanger,HPP1HE637,,"['function:heatExchange', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'plate_heat_exchanger'}",hannover_production_pasteur_10
33,Balance Tank,HPP1T241,,"['function:balanceTank', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'balance_tank'}",hannover_production_pasteur_10
34,Pasteurization and Homogenization 20,hannover_production_pasteur_20,,['isa95:process_cell'],"{'Function': ' Ice cream batch process mix plant', 'Year of manufacture': ' 1996', 'Capacity': '500 litres/per hour', 'Electrics': ' 380V/3 Phase/50 Hz', 'Overall installed power': '10,7 kW', 'Length': '395 cm', 'Width': '150 cm', 'Height': '210 cm', 'Weight': '2,150 kgs', 'site': 'Hannover', 'src': 'sap', 'type': 'pasteurization_and_homogenization'}",hannover_production
35,Plate Heat Exchanger,HPP2HE637,,"['function:heatExchange', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'plate_heat_exchanger'}",hannover_production_pasteur_20
36,Balance Tank,HPP2T241,,"['function:balanceTank', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'balance_tank'}",hannover_production_pasteur_20
37,Extrusion Line 10,hannover_production_extrude_10,,['isa95:production_line'],"{'site': 'Hannover', 'src': 'sap', 'type': 'extrusion_line'}",hannover_production
38,Worktable,HPE1W168,,"['function:worktableTransport', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'worktable'}",hannover_production_extrude_10
39,Tray Tunnel Extruder,HPE1WHTTE981,,"['function:tunnelExtrude', 'isa95:unit']","{'No. of sprockets / vertical pitch ( mm (inch) )': '9 / 180 (7)', 'Conveyor pitch ( mm (inch) )': '50 (2)', 'Tray dimension ( mm (inch) )': '300 x 345 (11.8 x 13.6)', 'Total number of trays / inside tunnel': '839/ 802', 'Total installed power (incl. fans) (kW (HP))': '25 (33)', 'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'tray_tunnel_extruder'}",HPE1W168
40,Cartoning,HPE1C386,,"['function:carton', 'isa95:unit']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'cartoning'}",hannover_production_extrude_10
41,Wrapping,HPE1W729,,"['function:wrap', 'isa95:unit']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'wrapping'}",hannover_production_extrude_10
42,Hardening Tunnel,HPE1HT947,,"['function:hardening', 'isa95:unit']","{'Panel house thickness of polyurethane panels ( mm (inch) )': '125 (4.9)', 'Container house thickness of polyurethane panels ( mm (inch) )': '120 (4.7)', 'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'hardening_tunnel'}",hannover_production_extrude_10
43,Extrusion Line 20,hannover_production_extrude_20,,['isa95:production_line'],"{'site': 'Hannover', 'src': 'sap', 'type': 'extrusion_line'}",hannover_production
44,Worktable,HPE2W168,,"['function:worktableTransport', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'worktable'}",hannover_production_extrude_20
45,Tray Tunnel Extruder,HPE2WHTTE981,,"['function:tunnelExtrude', 'isa95:unit']","{'No. of sprockets / vertical pitch ( mm (inch) )': '9 / 180 (7)', 'Conveyor pitch ( mm (inch) )': '50 (2)', 'Tray dimension ( mm (inch) )': '300 x 345 (11.8 x 13.6)', 'Total number of trays / inside tunnel': '839/ 802', 'Total installed power (incl. fans) (kW (HP))': '25 (33)', 'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'tray_tunnel_extruder'}",HPE2W168
46,Cartoning,HPE2C386,,"['function:carton', 'isa95:unit']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'cartoning'}",hannover_production_extrude_20
47,Wrapping,HPE2W729,,"['function:wrap', 'isa95:unit']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'wrapping'}",hannover_production_extrude_20
48,Hardening Tunnel,HPE2HT947,,"['function:hardening', 'isa95:unit']","{'Panel house thickness of polyurethane panels ( mm (inch) )': '125 (4.9)', 'Container house thickness of polyurethane panels ( mm (inch) )': '120 (4.7)', 'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'hardening_tunnel'}",hannover_production_extrude_20
49,Pre-Heating and Mixing 10,hannover_production_mix_10,,['isa95:process_cell'],"{'site': 'Hannover', 'src': 'sap', 'type': 'pre-heating_and_mixing'}",hannover_production
50,Mix Tank,HPM1T243,,"['function:mix', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'mix_tank'}",hannover_production_mix_10
51,Pre-Heating and Mixing 20,hannover_production_mix_20,,['isa95:process_cell'],"{'site': 'Hannover', 'src': 'sap', 'type': 'pre-heating_and_mixing'}",hannover_production
52,Mix Tank,HPM2T243,,"['function:mix', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'mix_tank'}",hannover_production_mix_20
53,Moulding Line 10,hannover_production_mould_10,,['isa95:production_line'],"{'Mould strip indexing': '2.9 kW (3.8 HP)', 'Extractor index servo': '2.9 kW (3.8 HP)', 'Extraction of products': '1.9 kW (2.5 HP)', 'Servo chocolate dip': '1.9 kW (2.5 HP)', 'Lay-down servo': '1.9 kW (2.5 HP)', 'Total electrical consumption': '20 KW', 'Brine internal circulation': '7.5 KW', 'Brine external circulation': '11.0 KW', 'Optional: brine circulation pump': '22.0 KW', 'Power voltage standard': '3 x 400 V', 'Change of voltage ≤': '10 %', 'Typical operation load': '180 Amps', 'Main circuit breaker': '250 Amps', 'Recommended supply breaker': '300 Amps', 'site': 'Hannover', 'src': 'sap', 'type': 'moulding_line'}",hannover_production
54,Defroster System,HPM1DS552,,"['function:defrost', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'defroster_system'}",hannover_production_mould_10
55,Brine Flow System,HPM1BFS561,,"['function:brineTransport', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'brine_flow_system'}",hannover_production_mould_10
56,Volumetric Filler,HPM1VF765,,"['function:volumetricFill', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'volumetric_filler'}",hannover_production_mould_10
57,"Extractor, Dipping and Lay-off",HPM1E012,,"['function:extractDryLayoff', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'extractor,_dipping_and_lay-off'}",hannover_production_mould_10
58,Brine Tank,HPM1BT115,,"['function:brineStore', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'brine_tank'}",hannover_production_mould_10
59,Wrapping,HPM1W541,,"['function:wrap', 'isa95:unit']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'wrapping'}",hannover_production_mould_10
60,Cartoning,HPM1C561,,"['function:carton', 'isa95:unit']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'cartoning'}",hannover_production_mould_10
61,"Main Drive, Indexing Chain Conveyor",HPM1D584,,"['function:transportConveyor', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'main_drive,_indexing_chain_conveyor'}",hannover_production_mould_10
62,Stick Inserter,HPM1SI664,,"['function:insertStick', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'stick_inserter'}",hannover_production_mould_10
63,Chocolate Coating,HPM1C079,,"['function:coat', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'chocolate_coating'}",hannover_production_mould_10
64,Moulding Line 20,hannover_production_mould_20,,['isa95:production_line'],"{'Mould strip indexing': '2.9 kW (3.8 HP)', 'Extractor index servo': '2.9 kW (3.8 HP)', 'Extraction of products': '1.9 kW (2.5 HP)', 'Servo chocolate dip': '1.9 kW (2.5 HP)', 'Lay-down servo': '1.9 kW (2.5 HP)', 'Total electrical consumption': '20 KW', 'Brine internal circulation': '7.5 KW', 'Brine external circulation': '11.0 KW', 'Optional: brine circulation pump': '22.0 KW', 'Power voltage standard': '3 x 400 V', 'Change of voltage ≤': '10 %', 'Typical operation load': '180 Amps', 'Main circuit breaker': '250 Amps', 'Recommended supply breaker': '300 Amps', 'site': 'Hannover', 'src': 'sap', 'type': 'moulding_line'}",hannover_production
65,Defroster System,HPM2DS552,,"['function:defrost', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'defroster_system'}",hannover_production_mould_20
66,Brine Flow System,HPM2BFS561,,"['function:brineTransport', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'brine_flow_system'}",hannover_production_mould_20
67,Volumetric Filler,HPM2VF765,,"['function:volumetricFill', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'volumetric_filler'}",hannover_production_mould_20
68,"Extractor, Dipping and Lay-off",HPM2E012,,"['function:extractDryLayoff', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'extractor,_dipping_and_lay-off'}",hannover_production_mould_20
69,Brine Tank,HPM2BT115,,"['function:brineStore', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'brine_tank'}",hannover_production_mould_20
70,Wrapping,HPM2W541,,"['function:wrap', 'isa95:unit']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'wrapping'}",hannover_production_mould_20
71,Cartoning,HPM2C561,,"['function:carton', 'isa95:unit']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'cartoning'}",hannover_production_mould_20
72,"Main Drive, Indexing Chain Conveyor",HPM2D584,,"['function:transportConveyor', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'main_drive,_indexing_chain_conveyor'}",hannover_production_mould_20
73,Stick Inserter,HPM2SI664,,"['function:insertStick', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'stick_inserter'}",hannover_production_mould_20
74,Chocolate Coating,HPM2C079,,"['function:coat', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'chocolate_coating'}",hannover_production_mould_20
75,Aging 10,hannover_production_age_10,,['isa95:process_cell'],"{'site': 'Hannover', 'src': 'sap', 'type': 'aging'}",hannover_production
76,Aging Tank,HPA1T812,,"['function:aging', 'isa95:unit']","{'Function': 'Ageing Vat', 'Capacity': '2,400 Litres', 'Year of manufacture': '2012', 'material': 'Stainless steel', 'Diameter': '170 cms', 'Height': '210 cms', 'Weight': '500 kgs', 'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'aging_tank'}",hannover_production_age_10
77,Aging 20,hannover_production_age_20,,['isa95:process_cell'],"{'site': 'Hannover', 'src': 'sap', 'type': 'aging'}",hannover_production
78,Aging Tank,HPA2T812,,"['function:aging', 'isa95:unit']","{'Function': 'Ageing Vat', 'Capacity': '2,400 Litres', 'Year of manufacture': '2012', 'material': 'Stainless steel', 'Diameter': '170 cms', 'Height': '210 cms', 'Weight': '500 kgs', 'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'aging_tank'}",hannover_production_age_20
79,Freezing and Ingredient Feeding 10,hannover_production_fri_10,,"['isa95:production_line', 'isa95:process_cell']","{'site': 'Hannover', 'src': 'sap', 'type': 'freezing_and_ingredient_feeding'}",hannover_production
80,Ingredient Doser,HPF1D232,,"['function:dosing', 'isa95:unit']","{'Throughput of ingredients:': '10 to 200 litres/hour', 'Product flow:': '100 to 2,000 litres/hour', 'Maximum ingredient size:': '12 mm', 'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'ingredient_doser'}",hannover_production_fri_10
81,Ice Cream Feed,HPF1D232_feed,,['isa95:equipment_module'],"{'site': 'Hannover', 'src': 'sap', 'type': 'ice_cream_feed'}",HPF1D232
82,Lamella Pump,HPF1D232_lamella_pump,,['isa95:equipment_module'],"{'site': 'Hannover', 'src': 'sap', 'type': 'lamella_pump'}",HPF1D232
83,Funnel,HPF1D232_funnel,,['isa95:equipment_module'],"{'site': 'Hannover', 'src': 'sap', 'type': 'funnel'}",HPF1D232
84,In-line Mixer,HPF1D232_inline_mixer,,['isa95:equipment_module'],"{'site': 'Hannover', 'src': 'sap', 'type': 'in-line_mixer'}",HPF1D232
85,Continuous Freezer,HPF1CF331,,"['function:continuousFreeze', 'isa95:unit']","{'Suction line, outside diameter': '76.1 mm', 'Liquid line, outside diameter': '21.3 mm', 'Hot gas line, outside diameter': '21.3 mm', 'Drain line, outside diameter': '21.3 mm', 'Safety line, outside diameter': '33.7 mm', 'Mix inlet piping, outside diameter': '38.1 mm', 'Ice cream outlet piping,': 'outside', 'diameter': '63.5 mm', 'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'continuous_freezer'}",hannover_production_fri_10
86,Freezing Cylinder,HPF1CF331_cylinder,,['isa95:equipment_module'],"{'site': 'Hannover', 'src': 'sap', 'type': 'freezing_cylinder'}",HPF1CF331
87,Compressor,HPF1CF331_compressor,,"['isa95:equipment_module', 'function:compressor']","{'Rating': '11bar', 'site': 'Hannover', 'src': 'sap', 'type': 'compressor'}",HPF1CF331
88,Gear Pump 01,HPF1CF331_gear_pump_01,,['isa95:equipment_module'],"{'site': 'Hannover', 'src': 'sap', 'type': 'gear_pump_01'}",HPF1CF331
89,Air Pump,HPF1CF331_air_pump,,['isa95:equipment_module'],"{'site': 'Hannover', 'src': 'sap', 'type': 'air_pump'}",HPF1CF331
90,Gear Pump 02,HPF1CF331_gear_pump_02,,['isa95:equipment_module'],"{'site': 'Hannover', 'src': 'sap', 'type': 'gear_pump_02'}",HPF1CF331
91,Freezing and Ingredient Feeding 20,hannover_production_fri_20,,"['isa95:production_line', 'isa95:process_cell']","{'site': 'Hannover', 'src': 'sap', 'type': 'freezing_and_ingredient_feeding'}",hannover_production
92,Ingredient Doser,HPF2D232,,"['function:dosing', 'isa95:unit']","{'Throughput of ingredients:': '10 to 200 litres/hour', 'Product flow:': '100 to 2,000 litres/hour', 'Maximum ingredient size:': '12 mm', 'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'ingredient_doser'}",hannover_production_fri_20
93,Ice Cream Feed,HPF2D232_feed,,['isa95:equipment_module'],"{'site': 'Hannover', 'src': 'sap', 'type': 'ice_cream_feed'}",HPF2D232
94,Lamella Pump,HPF2D232_lamella_pump,,['isa95:equipment_module'],"{'site': 'Hannover', 'src': 'sap', 'type': 'lamella_pump'}",HPF2D232
95,Funnel,HPF2D232_funnel,,['isa95:equipment_module'],"{'site': 'Hannover', 'src': 'sap', 'type': 'funnel'}",HPF2D232
96,In-line Mixer,HPF2D232_inline_mixer,,['isa95:equipment_module'],"{'site': 'Hannover', 'src': 'sap', 'type': 'in-line_mixer'}",HPF2D232
97,Continuous Freezer,HPF2CF331,,"['function:continuousFreeze', 'isa95:unit']","{'Suction line, outside diameter': '76.1 mm', 'Liquid line, outside diameter': '21.3 mm', 'Hot gas line, outside diameter': '21.3 mm', 'Drain line, outside diameter': '21.3 mm', 'Safety line, outside diameter': '33.7 mm', 'Mix inlet piping, outside diameter': '38.1 mm', 'Ice cream outlet piping,': 'outside', 'diameter': '63.5 mm', 'cycle time': '3 s', 'site': 'Hannover', 'src': 'sap', 'type': 'continuous_freezer'}",hannover_production_fri_20
98,Freezing Cylinder,HPF2CF331_cylinder,,['isa95:equipment_module'],"{'site': 'Hannover', 'src': 'sap', 'type': 'freezing_cylinder'}",HPF2CF331
99,Compressor,HPF2CF331_compressor,,"['isa95:equipment_module', 'function:compressor']","{'Rating': '11bar', 'site': 'Hannover', 'src': 'sap', 'type': 'compressor'}",HPF2CF331
100,Gear Pump 01,HPF2CF331_gear_pump_01,,['isa95:equipment_module'],"{'site': 'Hannover', 'src': 'sap', 'type': 'gear_pump_01'}",HPF2CF331
101,Air Pump,HPF2CF331_air_pump,,['isa95:equipment_module'],"{'site': 'Hannover', 'src': 'sap', 'type': 'air_pump'}",HPF2CF331
102,Gear Pump 02,HPF2CF331_gear_pump_02,,['isa95:equipment_module'],"{'site': 'Hannover', 'src': 'sap', 'type': 'gear_pump_02'}",HPF2CF331
