,name,external_id,description,labels,metadata,parent_external_id
22,Lamella Pump,LPF2D232_lamella_pump,,['isa95:equipment_module'],"{'site': 'London', 'src': 'sap', 'type': 'lamella_pump'}",LPF2D232
23,Funnel,LPF2D232_funnel,,['isa95:equipment_module'],"{'site': 'London', 'src': 'sap', 'type': 'funnel'}",LPF2D232
24,Continuous Freezer,LPF2CF331,,"['isa95:unit', 'function:continuousFreeze']","{'Suction line, outside diameter': '76.1 mm', 'Liquid line, outside diameter': '21.3 mm', 'Hot gas line, outside diameter': '21.3 mm', 'Drain line, outside diameter': '21.3 mm', 'Safety line, outside diameter': '33.7 mm', 'Mix inlet piping, outside diameter': '38.1 mm', 'Ice cream outlet piping,': 'outside', 'diameter': '63.5 mm', 'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'continuous_freezer'}",london_production_fri_20
25,Gear Pump 02,LPF2CF331_gear_pump_02,,['isa95:equipment_module'],"{'site': 'London', 'src': 'sap', 'type': 'gear_pump_02'}",LPF2CF331
26,Freezing Cylinder,LPF2CF331_cylinder,,['isa95:equipment_module'],"{'site': 'London', 'src': 'sap', 'type': 'freezing_cylinder'}",LPF2CF331
27,Compressor,LPF2CF331_compressor,,"['isa95:equipment_module', 'function:compressor']","{'Rating': '11bar', 'site': 'London', 'src': 'sap', 'type': 'compressor'}",LPF2CF331
28,Gear Pump 01,LPF2CF331_gear_pump_01,,['isa95:equipment_module'],"{'site': 'London', 'src': 'sap', 'type': 'gear_pump_01'}",LPF2CF331
29,Air Pump,LPF2CF331_air_pump,,['isa95:equipment_module'],"{'site': 'London', 'src': 'sap', 'type': 'air_pump'}",LPF2CF331
30,Filling Line 10,london_production_fill_10,,['isa95:production_line'],"{'Connections': '3 ~ 400 V, 50-60 Hz', 'Total consumption': 'Depending on filler setup', 'Main breaker': '50 A', 'Supply pressure': '6 bar', 'Total consumption VN': 'Depending on filler setup', 'Consumption (during cleaning)': '50 l/min', 'site': 'London', 'src': 'sap', 'type': 'filling_line'}",london_production
31,Dry Topping,LPF1DT109,,"['function:applyTopping', 'isa95:unit']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'dry_topping'}",london_production_fill_10
32,Transfer System,LPF1TS185,,"['isa95:unit', 'function:transfer']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'transfer_system'}",london_production_fill_10
33,Chocolate Spray,LPF1CS463,,"['function:coatSpray', 'isa95:unit']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'chocolate_spray'}",london_production_fill_10
34,Wet Topping,LPF1WT265,,"['isa95:unit', 'function:topping']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'wet_topping'}",london_production_fill_10
35,Lid Dispensing,LPF1LD988,,"['isa95:unit', 'function:dispense']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'lid_dispensing'}",london_production_fill_10
36,Wrapping,LPF1W693,,"['isa95:unit', 'function:wrap']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'wrapping'}",london_production_fill_10
37,Crimping,LPF1C370,,"['function:crimp', 'isa95:unit']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'crimping'}",london_production_fill_10
38,Filling Valves,LPF1FV485,,"['function:fill', 'isa95:unit']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'filling_valves'}",london_production_fill_10
39,Coding,LPF1C534,,"['function:coding', 'isa95:unit']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'coding'}",london_production_fill_10
40,Sleeve Dispensing,LPF1SD585,,"['isa95:unit', 'function:sleeveDispense']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'sleeve_dispensing'}",london_production_fill_10
41,Cartoning,LPF1C927,,"['isa95:unit', 'function:carton']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'cartoning'}",london_production_fill_10
42,Cone Dispensing,LPF1CD474,,"['isa95:unit', 'function:dispenseCone']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'cone_dispensing'}",london_production_fill_10
43,Filling Line 20,london_production_fill_20,,['isa95:production_line'],"{'Connections': '3 ~ 400 V, 50-60 Hz', 'Total consumption': 'Depending on filler setup', 'Main breaker': '50 A', 'Supply pressure': '6 bar', 'Total consumption VN': 'Depending on filler setup', 'Consumption (during cleaning)': '50 l/min', 'site': 'London', 'src': 'sap', 'type': 'filling_line'}",london_production
44,Dry Topping,LPF2DT109,,"['function:applyTopping', 'isa95:unit']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'dry_topping'}",london_production_fill_20
45,Transfer System,LPF2TS185,,"['isa95:unit', 'function:transfer']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'transfer_system'}",london_production_fill_20
46,Chocolate Spray,LPF2CS463,,"['function:coatSpray', 'isa95:unit']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'chocolate_spray'}",london_production_fill_20
47,Wet Topping,LPF2WT265,,"['isa95:unit', 'function:topping']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'wet_topping'}",london_production_fill_20
48,Lid Dispensing,LPF2LD988,,"['isa95:unit', 'function:dispense']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'lid_dispensing'}",london_production_fill_20
49,Wrapping,LPF2W693,,"['isa95:unit', 'function:wrap']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'wrapping'}",london_production_fill_20
50,Crimping,LPF2C370,,"['function:crimp', 'isa95:unit']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'crimping'}",london_production_fill_20
51,Filling Valves,LPF2FV485,,"['function:fill', 'isa95:unit']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'filling_valves'}",london_production_fill_20
52,Coding,LPF2C534,,"['function:coding', 'isa95:unit']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'coding'}",london_production_fill_20
53,Sleeve Dispensing,LPF2SD585,,"['isa95:unit', 'function:sleeveDispense']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'sleeve_dispensing'}",london_production_fill_20
54,Cartoning,LPF2C927,,"['isa95:unit', 'function:carton']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'cartoning'}",london_production_fill_20
55,Cone Dispensing,LPF2CD474,,"['isa95:unit', 'function:dispenseCone']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'cone_dispensing'}",london_production_fill_20
56,Aging 10,london_production_age_10,,['isa95:process_cell'],"{'site': 'London', 'src': 'sap', 'type': 'aging'}",london_production
57,Aging Tank,LPA1T812,,"['function:aging', 'isa95:unit']","{'Function': 'Ageing Vat', 'Capacity': '2,400 Litres', 'Year of manufacture': '2012', 'material': 'Stainless steel', 'Diameter': '170 cms', 'Height': '210 cms', 'Weight': '500 kgs', 'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'aging_tank'}",london_production_age_10
58,Aging 20,london_production_age_20,,['isa95:process_cell'],"{'site': 'London', 'src': 'sap', 'type': 'aging'}",london_production
59,Aging Tank,LPA2T812,,"['function:aging', 'isa95:unit']","{'Function': 'Ageing Vat', 'Capacity': '2,400 Litres', 'Year of manufacture': '2012', 'material': 'Stainless steel', 'Diameter': '170 cms', 'Height': '210 cms', 'Weight': '500 kgs', 'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'aging_tank'}",london_production_age_20
60,Pre-Heating and Mixing 10,london_production_mix_10,,['isa95:process_cell'],"{'site': 'London', 'src': 'sap', 'type': 'pre-heating_and_mixing'}",london_production
61,Mix Tank,LPM1T243,,"['isa95:unit', 'function:mix']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'mix_tank'}",london_production_mix_10
62,Pre-Heating and Mixing 20,london_production_mix_20,,['isa95:process_cell'],"{'site': 'London', 'src': 'sap', 'type': 'pre-heating_and_mixing'}",london_production
63,Mix Tank,LPM2T243,,"['isa95:unit', 'function:mix']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'mix_tank'}",london_production_mix_20
64,Extrusion Line 10,london_production_extrude_10,,['isa95:production_line'],"{'site': 'London', 'src': 'sap', 'type': 'extrusion_line'}",london_production
65,Wrapping,LPE1W729,,"['isa95:unit', 'function:wrap']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'wrapping'}",london_production_extrude_10
66,Cartoning,LPE1C386,,"['isa95:unit', 'function:carton']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'cartoning'}",london_production_extrude_10
67,Hardening Tunnel,LPE1HT947,,"['function:hardening', 'isa95:unit']","{'Panel house thickness of polyurethane panels ( mm (inch) )': '125 (4.9)', 'Container house thickness of polyurethane panels ( mm (inch) )': '120 (4.7)', 'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'hardening_tunnel'}",london_production_extrude_10
68,Worktable,LPE1W168,,"['function:worktableTransport', 'isa95:unit']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'worktable'}",london_production_extrude_10
69,Tray Tunnel Extruder,LPE1WLTTE981,,"['isa95:unit', 'function:tunnelExtrude']","{'No. of sprockets / vertical pitch ( mm (inch) )': '9 / 180 (7)', 'Conveyor pitch ( mm (inch) )': '50 (2)', 'Tray dimension ( mm (inch) )': '300 x 345 (11.8 x 13.6)', 'Total number of trays / inside tunnel': '839/ 802', 'Total installed power (incl. fans) (kW (HP))': '25 (33)', 'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'tray_tunnel_extruder'}",LPE1W168
70,Extrusion Line 20,london_production_extrude_20,,['isa95:production_line'],"{'site': 'London', 'src': 'sap', 'type': 'extrusion_line'}",london_production
71,Wrapping,LPE2W729,,"['isa95:unit', 'function:wrap']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'wrapping'}",london_production_extrude_20
72,Cartoning,LPE2C386,,"['isa95:unit', 'function:carton']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'cartoning'}",london_production_extrude_20
73,Hardening Tunnel,LPE2HT947,,"['function:hardening', 'isa95:unit']","{'Panel house thickness of polyurethane panels ( mm (inch) )': '125 (4.9)', 'Container house thickness of polyurethane panels ( mm (inch) )': '120 (4.7)', 'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'hardening_tunnel'}",london_production_extrude_20
74,Worktable,LPE2W168,,"['function:worktableTransport', 'isa95:unit']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'worktable'}",london_production_extrude_20
75,Tray Tunnel Extruder,LPE2WLTTE981,,"['isa95:unit', 'function:tunnelExtrude']","{'No. of sprockets / vertical pitch ( mm (inch) )': '9 / 180 (7)', 'Conveyor pitch ( mm (inch) )': '50 (2)', 'Tray dimension ( mm (inch) )': '300 x 345 (11.8 x 13.6)', 'Total number of trays / inside tunnel': '839/ 802', 'Total installed power (incl. fans) (kW (HP))': '25 (33)', 'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'tray_tunnel_extruder'}",LPE2W168
76,Moulding Line 10,london_production_mould_10,,['isa95:production_line'],"{'Mould strip indexing': '2.9 kW (3.8 HP)', 'Extractor index servo': '2.9 kW (3.8 HP)', 'Extraction of products': '1.9 kW (2.5 HP)', 'Servo chocolate dip': '1.9 kW (2.5 HP)', 'Lay-down servo': '1.9 kW (2.5 HP)', 'Total electrical consumption': '20 KW', 'Brine internal circulation': '7.5 KW', 'Brine external circulation': '11.0 KW', 'Optional: brine circulation pump': '22.0 KW', 'Power voltage standard': '3 x 400 V', 'Change of voltage ≤': '10 %', 'Typical operation load': '180 Amps', 'Main circuit breaker': '250 Amps', 'Recommended supply breaker': '300 Amps', 'site': 'London', 'src': 'sap', 'type': 'moulding_line'}",london_production
77,Chocolate Coating,LPM1C079,,"['isa95:unit', 'function:coat']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'chocolate_coating'}",london_production_mould_10
78,Wrapping,LPM1W541,,"['isa95:unit', 'function:wrap']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'wrapping'}",london_production_mould_10
79,Brine Tank,LPM1BT115,,"['isa95:unit', 'function:brineStore']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'brine_tank'}",london_production_mould_10
80,Volumetric Filler,LPM1VF765,,"['function:volumetricFill', 'isa95:unit']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'volumetric_filler'}",london_production_mould_10
81,Stick Inserter,LPM1SI664,,"['function:insertStick', 'isa95:unit']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'stick_inserter'}",london_production_mould_10
82,Defroster System,LPM1DS552,,"['isa95:unit', 'function:defrost']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'defroster_system'}",london_production_mould_10
83,"Main Drive, Indexing Chain Conveyor",LPM1D584,,"['isa95:unit', 'function:transportConveyor']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'main_drive,_indexing_chain_conveyor'}",london_production_mould_10
84,Cartoning,LPM1C561,,"['isa95:unit', 'function:carton']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'cartoning'}",london_production_mould_10
85,Brine Flow System,LPM1BFS561,,"['isa95:unit', 'function:brineTransport']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'brine_flow_system'}",london_production_mould_10
86,"Extractor, Dipping and Lay-off",LPM1E012,,"['function:extractDryLayoff', 'isa95:unit']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'extractor,_dipping_and_lay-off'}",london_production_mould_10
87,Moulding Line 20,london_production_mould_20,,['isa95:production_line'],"{'Mould strip indexing': '2.9 kW (3.8 HP)', 'Extractor index servo': '2.9 kW (3.8 HP)', 'Extraction of products': '1.9 kW (2.5 HP)', 'Servo chocolate dip': '1.9 kW (2.5 HP)', 'Lay-down servo': '1.9 kW (2.5 HP)', 'Total electrical consumption': '20 KW', 'Brine internal circulation': '7.5 KW', 'Brine external circulation': '11.0 KW', 'Optional: brine circulation pump': '22.0 KW', 'Power voltage standard': '3 x 400 V', 'Change of voltage ≤': '10 %', 'Typical operation load': '180 Amps', 'Main circuit breaker': '250 Amps', 'Recommended supply breaker': '300 Amps', 'site': 'London', 'src': 'sap', 'type': 'moulding_line'}",london_production
88,Chocolate Coating,LPM2C079,,"['isa95:unit', 'function:coat']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'chocolate_coating'}",london_production_mould_20
89,Wrapping,LPM2W541,,"['isa95:unit', 'function:wrap']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'wrapping'}",london_production_mould_20
90,Brine Tank,LPM2BT115,,"['isa95:unit', 'function:brineStore']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'brine_tank'}",london_production_mould_20
91,Volumetric Filler,LPM2VF765,,"['function:volumetricFill', 'isa95:unit']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'volumetric_filler'}",london_production_mould_20
92,Stick Inserter,LPM2SI664,,"['function:insertStick', 'isa95:unit']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'stick_inserter'}",london_production_mould_20
93,Defroster System,LPM2DS552,,"['isa95:unit', 'function:defrost']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'defroster_system'}",london_production_mould_20
94,"Main Drive, Indexing Chain Conveyor",LPM2D584,,"['isa95:unit', 'function:transportConveyor']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'main_drive,_indexing_chain_conveyor'}",london_production_mould_20
95,Cartoning,LPM2C561,,"['isa95:unit', 'function:carton']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'cartoning'}",london_production_mould_20
96,Brine Flow System,LPM2BFS561,,"['isa95:unit', 'function:brineTransport']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'brine_flow_system'}",london_production_mould_20
97,"Extractor, Dipping and Lay-off",LPM2E012,,"['function:extractDryLayoff', 'isa95:unit']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'extractor,_dipping_and_lay-off'}",london_production_mould_20
98,Pasteurization and Homogenization 10,london_production_pasteur_10,,['isa95:process_cell'],"{'Function': ' Ice cream batch process mix plant', 'Year of manufacture': ' 1996', 'Capacity': '500 litres/per hour', 'Electrics': ' 380V/3 Phase/50 Hz', 'Overall installed power': '10,7 kW', 'Length': '395 cm', 'Width': '150 cm', 'Height': '210 cm', 'Weight': '2,150 kgs', 'site': 'London', 'src': 'sap', 'type': 'pasteurization_and_homogenization'}",london_production
99,Balance Tank,LPP1T241,,"['isa95:unit', 'function:balanceTank']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'balance_tank'}",london_production_pasteur_10
100,Plate Heat Exchanger,LPP1HE637,,"['isa95:unit', 'function:heatExchange']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'plate_heat_exchanger'}",london_production_pasteur_10
101,Pasteurization and Homogenization 20,london_production_pasteur_20,,['isa95:process_cell'],"{'Function': ' Ice cream batch process mix plant', 'Year of manufacture': ' 1996', 'Capacity': '500 litres/per hour', 'Electrics': ' 380V/3 Phase/50 Hz', 'Overall installed power': '10,7 kW', 'Length': '395 cm', 'Width': '150 cm', 'Height': '210 cm', 'Weight': '2,150 kgs', 'site': 'London', 'src': 'sap', 'type': 'pasteurization_and_homogenization'}",london_production
102,Balance Tank,LPP2T241,,"['isa95:unit', 'function:balanceTank']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'balance_tank'}",london_production_pasteur_20
103,Plate Heat Exchanger,LPP2HE637,,"['isa95:unit', 'function:heatExchange']","{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'plate_heat_exchanger'}",london_production_pasteur_20
104,Product,london_product,,['isa95:area'],"{'site': 'London', 'src': 'sap', 'type': 'product'}",london
105,Raw materials,LPRM137,,['isa95:unit'],"{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'raw_materials'}",london_product
106,Finished goods,LPFG978,,['isa95:unit'],"{'cycle time': '3 s', 'site': 'London', 'src': 'sap', 'type': 'finished_goods'}",london_product
