,name,external_id,description,labels,metadata,parent_external_id
27,Wrapping,MPM2W541,,"['function:wrap', 'isa95:unit']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'wrapping'}",marseille_production_mould_20
28,Chocolate Coating,MPM2C079,,"['isa95:unit', 'function:coat']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'chocolate_coating'}",marseille_production_mould_20
29,"Extractor, Dipping and Lay-off",MPM2E012,,"['isa95:unit', 'function:extractDryLayoff']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'extractor,_dipping_and_lay-off'}",marseille_production_mould_20
30,"Main Drive, Indexing Chain Conveyor",MPM2D584,,"['function:transportConveyor', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'main_drive,_indexing_chain_conveyor'}",marseille_production_mould_20
31,Stick Inserter,MPM2SI664,,"['isa95:unit', 'function:insertStick']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'stick_inserter'}",marseille_production_mould_20
32,Defroster System,MPM2DS552,,"['function:defrost', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'defroster_system'}",marseille_production_mould_20
33,Brine Tank,MPM2BT115,,"['function:brineStore', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'brine_tank'}",marseille_production_mould_20
34,Brine Flow System,MPM2BFS561,,"['function:brineTransport', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'brine_flow_system'}",marseille_production_mould_20
35,Freezing and Ingredient Feeding 10,marseille_production_fri_10,,"['isa95:production_line', 'isa95:process_cell']","{'site': 'Marseille', 'src': 'sap', 'type': 'freezing_and_ingredient_feeding'}",marseille_production
36,Continuous Freezer,MPF1CF331,,"['isa95:unit', 'function:continuousFreeze']","{'Suction line, outside diameter': '76.1 mm', 'Liquid line, outside diameter': '21.3 mm', 'Hot gas line, outside diameter': '21.3 mm', 'Drain line, outside diameter': '21.3 mm', 'Safety line, outside diameter': '33.7 mm', 'Mix inlet piping, outside diameter': '38.1 mm', 'Ice cream outlet piping,': 'outside', 'diameter': '63.5 mm', 'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'continuous_freezer'}",marseille_production_fri_10
37,Gear Pump 02,MPF1CF331_gear_pump_02,,['isa95:equipment_module'],"{'site': 'Marseille', 'src': 'sap', 'type': 'gear_pump_02'}",MPF1CF331
38,Freezing Cylinder,MPF1CF331_cylinder,,['isa95:equipment_module'],"{'site': 'Marseille', 'src': 'sap', 'type': 'freezing_cylinder'}",MPF1CF331
39,Compressor,MPF1CF331_compressor,,"['isa95:equipment_module', 'function:compressor']","{'Rating': '11bar', 'site': 'Marseille', 'src': 'sap', 'type': 'compressor'}",MPF1CF331
40,Gear Pump 01,MPF1CF331_gear_pump_01,,['isa95:equipment_module'],"{'site': 'Marseille', 'src': 'sap', 'type': 'gear_pump_01'}",MPF1CF331
41,Air Pump,MPF1CF331_air_pump,,['isa95:equipment_module'],"{'site': 'Marseille', 'src': 'sap', 'type': 'air_pump'}",MPF1CF331
42,Ingredient Doser,MPF1D232,,"['function:dosing', 'isa95:unit']","{'Throughput of ingredients:': '10 to 200 litres/hour', 'Product flow:': '100 to 2,000 litres/hour', 'Maximum ingredient size:': '12 mm', 'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'ingredient_doser'}",marseille_production_fri_10
43,Funnel,MPF1D232_funnel,,['isa95:equipment_module'],"{'site': 'Marseille', 'src': 'sap', 'type': 'funnel'}",MPF1D232
44,Ice Cream Feed,MPF1D232_feed,,['isa95:equipment_module'],"{'site': 'Marseille', 'src': 'sap', 'type': 'ice_cream_feed'}",MPF1D232
45,In-line Mixer,MPF1D232_inline_mixer,,['isa95:equipment_module'],"{'site': 'Marseille', 'src': 'sap', 'type': 'in-line_mixer'}",MPF1D232
46,Lamella Pump,MPF1D232_lamella_pump,,['isa95:equipment_module'],"{'site': 'Marseille', 'src': 'sap', 'type': 'lamella_pump'}",MPF1D232
47,Freezing and Ingredient Feeding 20,marseille_production_fri_20,,"['isa95:production_line', 'isa95:process_cell']","{'site': 'Marseille', 'src': 'sap', 'type': 'freezing_and_ingredient_feeding'}",marseille_production
48,Continuous Freezer,MPF2CF331,,"['isa95:unit', 'function:continuousFreeze']","{'Suction line, outside diameter': '76.1 mm', 'Liquid line, outside diameter': '21.3 mm', 'Hot gas line, outside diameter': '21.3 mm', 'Drain line, outside diameter': '21.3 mm', 'Safety line, outside diameter': '33.7 mm', 'Mix inlet piping, outside diameter': '38.1 mm', 'Ice cream outlet piping,': 'outside', 'diameter': '63.5 mm', 'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'continuous_freezer'}",marseille_production_fri_20
49,Gear Pump 02,MPF2CF331_gear_pump_02,,['isa95:equipment_module'],"{'site': 'Marseille', 'src': 'sap', 'type': 'gear_pump_02'}",MPF2CF331
50,Freezing Cylinder,MPF2CF331_cylinder,,['isa95:equipment_module'],"{'site': 'Marseille', 'src': 'sap', 'type': 'freezing_cylinder'}",MPF2CF331
51,Compressor,MPF2CF331_compressor,,"['isa95:equipment_module', 'function:compressor']","{'Rating': '11bar', 'site': 'Marseille', 'src': 'sap', 'type': 'compressor'}",MPF2CF331
52,Gear Pump 01,MPF2CF331_gear_pump_01,,['isa95:equipment_module'],"{'site': 'Marseille', 'src': 'sap', 'type': 'gear_pump_01'}",MPF2CF331
53,Air Pump,MPF2CF331_air_pump,,['isa95:equipment_module'],"{'site': 'Marseille', 'src': 'sap', 'type': 'air_pump'}",MPF2CF331
54,Ingredient Doser,MPF2D232,,"['function:dosing', 'isa95:unit']","{'Throughput of ingredients:': '10 to 200 litres/hour', 'Product flow:': '100 to 2,000 litres/hour', 'Maximum ingredient size:': '12 mm', 'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'ingredient_doser'}",marseille_production_fri_20
55,Funnel,MPF2D232_funnel,,['isa95:equipment_module'],"{'site': 'Marseille', 'src': 'sap', 'type': 'funnel'}",MPF2D232
56,Ice Cream Feed,MPF2D232_feed,,['isa95:equipment_module'],"{'site': 'Marseille', 'src': 'sap', 'type': 'ice_cream_feed'}",MPF2D232
57,In-line Mixer,MPF2D232_inline_mixer,,['isa95:equipment_module'],"{'site': 'Marseille', 'src': 'sap', 'type': 'in-line_mixer'}",MPF2D232
58,Lamella Pump,MPF2D232_lamella_pump,,['isa95:equipment_module'],"{'site': 'Marseille', 'src': 'sap', 'type': 'lamella_pump'}",MPF2D232
59,Filling Line 10,marseille_production_fill_10,,['isa95:production_line'],"{'Connections': '3 ~ 400 V, 50-60 Hz', 'Total consumption': 'Depending on filler setup', 'Main breaker': '50 A', 'Supply pressure': '6 bar', 'Total consumption VN': 'Depending on filler setup', 'Consumption (during cleaning)': '50 l/min', 'site': 'Marseille', 'src': 'sap', 'type': 'filling_line'}",marseille_production
60,Dry Topping,MPF1DT109,,"['function:applyTopping', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'dry_topping'}",marseille_production_fill_10
61,Sleeve Dispensing,MPF1SD585,,"['function:sleeveDispense', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'sleeve_dispensing'}",marseille_production_fill_10
62,Coding,MPF1C534,,"['isa95:unit', 'function:coding']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'coding'}",marseille_production_fill_10
63,Cartoning,MPF1C927,,"['isa95:unit', 'function:carton']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'cartoning'}",marseille_production_fill_10
64,Wrapping,MPF1W693,,"['function:wrap', 'isa95:unit']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'wrapping'}",marseille_production_fill_10
65,Chocolate Spray,MPF1CS463,,"['isa95:unit', 'function:coatSpray']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'chocolate_spray'}",marseille_production_fill_10
66,Cone Dispensing,MPF1CD474,,"['isa95:unit', 'function:dispenseCone']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'cone_dispensing'}",marseille_production_fill_10
67,Filling Valves,MPF1FV485,,"['isa95:unit', 'function:fill']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'filling_valves'}",marseille_production_fill_10
68,Crimping,MPF1C370,,"['isa95:unit', 'function:crimp']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'crimping'}",marseille_production_fill_10
69,Lid Dispensing,MPF1LD988,,"['function:dispense', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'lid_dispensing'}",marseille_production_fill_10
70,Wet Topping,MPF1WT265,,"['isa95:unit', 'function:topping']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'wet_topping'}",marseille_production_fill_10
71,Transfer System,MPF1TS185,,"['isa95:unit', 'function:transfer']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'transfer_system'}",marseille_production_fill_10
72,Filling Line 20,marseille_production_fill_20,,['isa95:production_line'],"{'Connections': '3 ~ 400 V, 50-60 Hz', 'Total consumption': 'Depending on filler setup', 'Main breaker': '50 A', 'Supply pressure': '6 bar', 'Total consumption VN': 'Depending on filler setup', 'Consumption (during cleaning)': '50 l/min', 'site': 'Marseille', 'src': 'sap', 'type': 'filling_line'}",marseille_production
73,Dry Topping,MPF2DT109,,"['function:applyTopping', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'dry_topping'}",marseille_production_fill_20
74,Sleeve Dispensing,MPF2SD585,,"['function:sleeveDispense', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'sleeve_dispensing'}",marseille_production_fill_20
75,Coding,MPF2C534,,"['isa95:unit', 'function:coding']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'coding'}",marseille_production_fill_20
76,Cartoning,MPF2C927,,"['isa95:unit', 'function:carton']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'cartoning'}",marseille_production_fill_20
77,Wrapping,MPF2W693,,"['function:wrap', 'isa95:unit']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'wrapping'}",marseille_production_fill_20
78,Chocolate Spray,MPF2CS463,,"['isa95:unit', 'function:coatSpray']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'chocolate_spray'}",marseille_production_fill_20
79,Cone Dispensing,MPF2CD474,,"['isa95:unit', 'function:dispenseCone']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'cone_dispensing'}",marseille_production_fill_20
80,Filling Valves,MPF2FV485,,"['isa95:unit', 'function:fill']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'filling_valves'}",marseille_production_fill_20
81,Crimping,MPF2C370,,"['isa95:unit', 'function:crimp']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'crimping'}",marseille_production_fill_20
82,Lid Dispensing,MPF2LD988,,"['function:dispense', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'lid_dispensing'}",marseille_production_fill_20
83,Wet Topping,MPF2WT265,,"['isa95:unit', 'function:topping']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'wet_topping'}",marseille_production_fill_20
84,Transfer System,MPF2TS185,,"['isa95:unit', 'function:transfer']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'transfer_system'}",marseille_production_fill_20
85,Extrusion Line 10,marseille_production_extrude_10,,['isa95:production_line'],"{'site': 'Marseille', 'src': 'sap', 'type': 'extrusion_line'}",marseille_production
86,Cartoning,MPE1C386,,"['isa95:unit', 'function:carton']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'cartoning'}",marseille_production_extrude_10
87,Worktable,MPE1W168,,"['function:worktableTransport', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'worktable'}",marseille_production_extrude_10
88,Tray Tunnel Extruder,MPE1WMTTE981,,"['isa95:unit', 'function:tunnelExtrude']","{'No. of sprockets / vertical pitch ( mm (inch) )': '9 / 180 (7)', 'Conveyor pitch ( mm (inch) )': '50 (2)', 'Tray dimension ( mm (inch) )': '300 x 345 (11.8 x 13.6)', 'Total number of trays / inside tunnel': '839/ 802', 'Total installed power (incl. fans) (kW (HP))': '25 (33)', 'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'tray_tunnel_extruder'}",MPE1W168
89,Wrapping,MPE1W729,,"['function:wrap', 'isa95:unit']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'wrapping'}",marseille_production_extrude_10
90,Hardening Tunnel,MPE1HT947,,"['isa95:unit', 'function:hardening']","{'Panel house thickness of polyurethane panels ( mm (inch) )': '125 (4.9)', 'Container house thickness of polyurethane panels ( mm (inch) )': '120 (4.7)', 'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'hardening_tunnel'}",marseille_production_extrude_10
91,Extrusion Line 20,marseille_production_extrude_20,,['isa95:production_line'],"{'site': 'Marseille', 'src': 'sap', 'type': 'extrusion_line'}",marseille_production
92,Cartoning,MPE2C386,,"['isa95:unit', 'function:carton']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'cartoning'}",marseille_production_extrude_20
93,Worktable,MPE2W168,,"['function:worktableTransport', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'worktable'}",marseille_production_extrude_20
94,Tray Tunnel Extruder,MPE2WMTTE981,,"['isa95:unit', 'function:tunnelExtrude']","{'No. of sprockets / vertical pitch ( mm (inch) )': '9 / 180 (7)', 'Conveyor pitch ( mm (inch) )': '50 (2)', 'Tray dimension ( mm (inch) )': '300 x 345 (11.8 x 13.6)', 'Total number of trays / inside tunnel': '839/ 802', 'Total installed power (incl. fans) (kW (HP))': '25 (33)', 'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'tray_tunnel_extruder'}",MPE2W168
95,Wrapping,MPE2W729,,"['function:wrap', 'isa95:unit']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'wrapping'}",marseille_production_extrude_20
96,Hardening Tunnel,MPE2HT947,,"['isa95:unit', 'function:hardening']","{'Panel house thickness of polyurethane panels ( mm (inch) )': '125 (4.9)', 'Container house thickness of polyurethane panels ( mm (inch) )': '120 (4.7)', 'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'hardening_tunnel'}",marseille_production_extrude_20
97,Aging 10,marseille_production_age_10,,['isa95:process_cell'],"{'site': 'Marseille', 'src': 'sap', 'type': 'aging'}",marseille_production
98,Aging Tank,MPA1T812,,"['isa95:unit', 'function:aging']","{'Function': 'Ageing Vat', 'Capacity': '2,400 Litres', 'Year of manufacture': '2012', 'material': 'Stainless steel', 'Diameter': '170 cms', 'Height': '210 cms', 'Weight': '500 kgs', 'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'aging_tank'}",marseille_production_age_10
99,Aging 20,marseille_production_age_20,,['isa95:process_cell'],"{'site': 'Marseille', 'src': 'sap', 'type': 'aging'}",marseille_production
100,Aging Tank,MPA2T812,,"['isa95:unit', 'function:aging']","{'Function': 'Ageing Vat', 'Capacity': '2,400 Litres', 'Year of manufacture': '2012', 'material': 'Stainless steel', 'Diameter': '170 cms', 'Height': '210 cms', 'Weight': '500 kgs', 'cycle time': '3 s', 'site': 'Marseille', 'src': 'sap', 'type': 'aging_tank'}",marseille_production_age_20
101,Receiving & Raw Materials,marseille_receiving_and_raw,,['isa95:area'],"{'site': 'Marseille', 'src': 'sap', 'type': 'receiving_&_raw_materials'}",marseille
