,name,external_id,description,labels,metadata,parent_external_id
16,Hardening Tunnel,RPEHHT947,,"['function:hardening', 'isa95:unit']","{'Panel house thickness of polyurethane panels ( mm (inch) )': '125 (4.9)', 'Container house thickness of polyurethane panels ( mm (inch) )': '120 (4.7)', 'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'hardening_tunnel'}",rotterdam_production_extrude_H94
17,Cartoning,RPEHC386,,"['function:carton', 'isa95:unit']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'cartoning'}",rotterdam_production_extrude_H94
18,Worktable,RPEHW168,,"['function:worktableTransport', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'worktable'}",rotterdam_production_extrude_H94
19,Tray Tunnel Extruder,RPEHWRTTE981,,"['function:tunnelExtrude', 'isa95:unit']","{'No. of sprockets / vertical pitch ( mm (inch) )': '9 / 180 (7)', 'Conveyor pitch ( mm (inch) )': '50 (2)', 'Tray dimension ( mm (inch) )': '300 x 345 (11.8 x 13.6)', 'Total number of trays / inside tunnel': '839/ 802', 'Total installed power (incl. fans) (kW (HP))': '25 (33)', 'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'tray_tunnel_extruder'}",RPEHW168
20,Wrapping,RPEHW729,,"['isa95:unit', 'function:wrap']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'wrapping'}",rotterdam_production_extrude_H94
21,Extrusion Line P76,rotterdam_production_extrude_P76,,['isa95:production_line'],"{'site': 'Rotterdam', 'src': 'sap', 'type': 'extrusion_line'}",rotterdam_production
22,Hardening Tunnel,RPEPHT947,,"['function:hardening', 'isa95:unit']","{'Panel house thickness of polyurethane panels ( mm (inch) )': '125 (4.9)', 'Container house thickness of polyurethane panels ( mm (inch) )': '120 (4.7)', 'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'hardening_tunnel'}",rotterdam_production_extrude_P76
23,Cartoning,RPEPC386,,"['function:carton', 'isa95:unit']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'cartoning'}",rotterdam_production_extrude_P76
24,Worktable,RPEPW168,,"['function:worktableTransport', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'worktable'}",rotterdam_production_extrude_P76
25,Tray Tunnel Extruder,RPEPWRTTE981,,"['function:tunnelExtrude', 'isa95:unit']","{'No. of sprockets / vertical pitch ( mm (inch) )': '9 / 180 (7)', 'Conveyor pitch ( mm (inch) )': '50 (2)', 'Tray dimension ( mm (inch) )': '300 x 345 (11.8 x 13.6)', 'Total number of trays / inside tunnel': '839/ 802', 'Total installed power (incl. fans) (kW (HP))': '25 (33)', 'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'tray_tunnel_extruder'}",RPEPW168
26,Wrapping,RPEPW729,,"['isa95:unit', 'function:wrap']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'wrapping'}",rotterdam_production_extrude_P76
27,Filling Line C56,rotterdam_production_fill_C56,,['isa95:production_line'],"{'Connections': '3 ~ 400 V, 50-60 Hz', 'Total consumption': 'Depending on filler setup', 'Main breaker': '50 A', 'Supply pressure': '6 bar', 'Total consumption VN': 'Depending on filler setup', 'Consumption (during cleaning)': '50 l/min', 'site': 'Rotterdam', 'src': 'sap', 'type': 'filling_line'}",rotterdam_production
28,Dry Topping,RPFCDT109,,"['function:applyTopping', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'dry_topping'}",rotterdam_production_fill_C56
29,Wet Topping,RPFCWT265,,"['function:topping', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'wet_topping'}",rotterdam_production_fill_C56
30,Chocolate Spray,RPFCCS463,,"['function:coatSpray', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'chocolate_spray'}",rotterdam_production_fill_C56
31,Cone Dispensing,RPFCCD474,,"['function:dispenseCone', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'cone_dispensing'}",rotterdam_production_fill_C56
32,Cartoning,RPFCC927,,"['function:carton', 'isa95:unit']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'cartoning'}",rotterdam_production_fill_C56
33,Filling Valves,RPFCFV485,,"['function:fill', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'filling_valves'}",rotterdam_production_fill_C56
34,Wrapping,RPFCW693,,"['isa95:unit', 'function:wrap']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'wrapping'}",rotterdam_production_fill_C56
35,Crimping,RPFCC370,,"['isa95:unit', 'function:crimp']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'crimping'}",rotterdam_production_fill_C56
36,Sleeve Dispensing,RPFCSD585,,"['function:sleeveDispense', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'sleeve_dispensing'}",rotterdam_production_fill_C56
37,Coding,RPFCC534,,"['function:coding', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'coding'}",rotterdam_production_fill_C56
38,Transfer System,RPFCTS185,,"['function:transfer', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'transfer_system'}",rotterdam_production_fill_C56
39,Lid Dispensing,RPFCLD988,,"['function:dispense', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'lid_dispensing'}",rotterdam_production_fill_C56
40,Filling Line H94,rotterdam_production_fill_H94,,['isa95:production_line'],"{'Connections': '3 ~ 400 V, 50-60 Hz', 'Total consumption': 'Depending on filler setup', 'Main breaker': '50 A', 'Supply pressure': '6 bar', 'Total consumption VN': 'Depending on filler setup', 'Consumption (during cleaning)': '50 l/min', 'site': 'Rotterdam', 'src': 'sap', 'type': 'filling_line'}",rotterdam_production
41,Dry Topping,RPFHDT109,,"['function:applyTopping', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'dry_topping'}",rotterdam_production_fill_H94
42,Wet Topping,RPFHWT265,,"['function:topping', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'wet_topping'}",rotterdam_production_fill_H94
43,Chocolate Spray,RPFHCS463,,"['function:coatSpray', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'chocolate_spray'}",rotterdam_production_fill_H94
44,Cone Dispensing,RPFHCD474,,"['function:dispenseCone', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'cone_dispensing'}",rotterdam_production_fill_H94
45,Cartoning,RPFHC927,,"['function:carton', 'isa95:unit']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'cartoning'}",rotterdam_production_fill_H94
46,Filling Valves,RPFHFV485,,"['function:fill', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'filling_valves'}",rotterdam_production_fill_H94
47,Wrapping,RPFHW693,,"['isa95:unit', 'function:wrap']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'wrapping'}",rotterdam_production_fill_H94
48,Crimping,RPFHC370,,"['isa95:unit', 'function:crimp']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'crimping'}",rotterdam_production_fill_H94
49,Sleeve Dispensing,RPFHSD585,,"['function:sleeveDispense', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'sleeve_dispensing'}",rotterdam_production_fill_H94
50,Coding,RPFHC534,,"['function:coding', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'coding'}",rotterdam_production_fill_H94
51,Transfer System,RPFHTS185,,"['function:transfer', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'transfer_system'}",rotterdam_production_fill_H94
52,Lid Dispensing,RPFHLD988,,"['function:dispense', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'lid_dispensing'}",rotterdam_production_fill_H94
53,Filling Line P76,rotterdam_production_fill_P76,,['isa95:production_line'],"{'Connections': '3 ~ 400 V, 50-60 Hz', 'Total consumption': 'Depending on filler setup', 'Main breaker': '50 A', 'Supply pressure': '6 bar', 'Total consumption VN': 'Depending on filler setup', 'Consumption (during cleaning)': '50 l/min', 'site': 'Rotterdam', 'src': 'sap', 'type': 'filling_line'}",rotterdam_production
54,Dry Topping,RPFPDT109,,"['function:applyTopping', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'dry_topping'}",rotterdam_production_fill_P76
55,Wet Topping,RPFPWT265,,"['function:topping', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'wet_topping'}",rotterdam_production_fill_P76
56,Chocolate Spray,RPFPCS463,,"['function:coatSpray', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'chocolate_spray'}",rotterdam_production_fill_P76
57,Cone Dispensing,RPFPCD474,,"['function:dispenseCone', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'cone_dispensing'}",rotterdam_production_fill_P76
58,Cartoning,RPFPC927,,"['function:carton', 'isa95:unit']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'cartoning'}",rotterdam_production_fill_P76
59,Filling Valves,RPFPFV485,,"['function:fill', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'filling_valves'}",rotterdam_production_fill_P76
60,Wrapping,RPFPW693,,"['isa95:unit', 'function:wrap']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'wrapping'}",rotterdam_production_fill_P76
61,Crimping,RPFPC370,,"['isa95:unit', 'function:crimp']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'crimping'}",rotterdam_production_fill_P76
62,Sleeve Dispensing,RPFPSD585,,"['function:sleeveDispense', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'sleeve_dispensing'}",rotterdam_production_fill_P76
63,Coding,RPFPC534,,"['function:coding', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'coding'}",rotterdam_production_fill_P76
64,Transfer System,RPFPTS185,,"['function:transfer', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'transfer_system'}",rotterdam_production_fill_P76
65,Lid Dispensing,RPFPLD988,,"['function:dispense', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'lid_dispensing'}",rotterdam_production_fill_P76
66,Pasteurization and Homogenization C56,rotterdam_production_pasteur_C56,,['isa95:process_cell'],"{'Function': ' Ice cream batch process mix plant', 'Year of manufacture': ' 1996', 'Capacity': '500 litres/per hour', 'Electrics': ' 380V/3 Phase/50 Hz', 'Overall installed power': '10,7 kW', 'Length': '395 cm', 'Width': '150 cm', 'Height': '210 cm', 'Weight': '2,150 kgs', 'site': 'Rotterdam', 'src': 'sap', 'type': 'pasteurization_and_homogenization'}",rotterdam_production
67,Balance Tank,RPPCT241,,"['function:balanceTank', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'balance_tank'}",rotterdam_production_pasteur_C56
68,Plate Heat Exchanger,RPPCHE637,,"['function:heatExchange', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'plate_heat_exchanger'}",rotterdam_production_pasteur_C56
69,Pasteurization and Homogenization H94,rotterdam_production_pasteur_H94,,['isa95:process_cell'],"{'Function': ' Ice cream batch process mix plant', 'Year of manufacture': ' 1996', 'Capacity': '500 litres/per hour', 'Electrics': ' 380V/3 Phase/50 Hz', 'Overall installed power': '10,7 kW', 'Length': '395 cm', 'Width': '150 cm', 'Height': '210 cm', 'Weight': '2,150 kgs', 'site': 'Rotterdam', 'src': 'sap', 'type': 'pasteurization_and_homogenization'}",rotterdam_production
70,Balance Tank,RPPHT241,,"['function:balanceTank', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'balance_tank'}",rotterdam_production_pasteur_H94
71,Plate Heat Exchanger,RPPHHE637,,"['function:heatExchange', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'plate_heat_exchanger'}",rotterdam_production_pasteur_H94
72,Pasteurization and Homogenization P76,rotterdam_production_pasteur_P76,,['isa95:process_cell'],"{'Function': ' Ice cream batch process mix plant', 'Year of manufacture': ' 1996', 'Capacity': '500 litres/per hour', 'Electrics': ' 380V/3 Phase/50 Hz', 'Overall installed power': '10,7 kW', 'Length': '395 cm', 'Width': '150 cm', 'Height': '210 cm', 'Weight': '2,150 kgs', 'site': 'Rotterdam', 'src': 'sap', 'type': 'pasteurization_and_homogenization'}",rotterdam_production
73,Balance Tank,RPPPT241,,"['function:balanceTank', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'balance_tank'}",rotterdam_production_pasteur_P76
74,Plate Heat Exchanger,RPPPHE637,,"['function:heatExchange', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'plate_heat_exchanger'}",rotterdam_production_pasteur_P76
75,Freezing and Ingredient Feeding C56,rotterdam_production_fri_C56,,"['isa95:production_line', 'isa95:process_cell']","{'site': 'Rotterdam', 'src': 'sap', 'type': 'freezing_and_ingredient_feeding'}",rotterdam_production
76,Ingredient Doser,RPFCD232,,"['function:dosing', 'isa95:unit']","{'Throughput of ingredients:': '10 to 200 litres/hour', 'Product flow:': '100 to 2,000 litres/hour', 'Maximum ingredient size:': '12 mm', 'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'ingredient_doser'}",rotterdam_production_fri_C56
77,In-line Mixer,RPFCD232_inline_mixer,,['isa95:equipment_module'],"{'site': 'Rotterdam', 'src': 'sap', 'type': 'in-line_mixer'}",RPFCD232
78,Ice Cream Feed,RPFCD232_feed,,['isa95:equipment_module'],"{'site': 'Rotterdam', 'src': 'sap', 'type': 'ice_cream_feed'}",RPFCD232
79,Funnel,RPFCD232_funnel,,['isa95:equipment_module'],"{'site': 'Rotterdam', 'src': 'sap', 'type': 'funnel'}",RPFCD232
80,Lamella Pump,RPFCD232_lamella_pump,,['isa95:equipment_module'],"{'site': 'Rotterdam', 'src': 'sap', 'type': 'lamella_pump'}",RPFCD232
81,Continuous Freezer,RPFCCF331,,"['function:continuousFreeze', 'isa95:unit']","{'Suction line, outside diameter': '76.1 mm', 'Liquid line, outside diameter': '21.3 mm', 'Hot gas line, outside diameter': '21.3 mm', 'Drain line, outside diameter': '21.3 mm', 'Safety line, outside diameter': '33.7 mm', 'Mix inlet piping, outside diameter': '38.1 mm', 'Ice cream outlet piping,': 'outside', 'diameter': '63.5 mm', 'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'continuous_freezer'}",rotterdam_production_fri_C56
82,Compressor,RPFCCF331_compressor,,"['isa95:equipment_module', 'function:compressor']","{'Rating': '11bar', 'site': 'Rotterdam', 'src': 'sap', 'type': 'compressor'}",RPFCCF331
83,Freezing Cylinder,RPFCCF331_cylinder,,['isa95:equipment_module'],"{'site': 'Rotterdam', 'src': 'sap', 'type': 'freezing_cylinder'}",RPFCCF331
84,Gear Pump 01,RPFCCF331_gear_pump_01,,['isa95:equipment_module'],"{'site': 'Rotterdam', 'src': 'sap', 'type': 'gear_pump_01'}",RPFCCF331
85,Gear Pump 02,RPFCCF331_gear_pump_02,,['isa95:equipment_module'],"{'site': 'Rotterdam', 'src': 'sap', 'type': 'gear_pump_02'}",RPFCCF331
86,Air Pump,RPFCCF331_air_pump,,['isa95:equipment_module'],"{'site': 'Rotterdam', 'src': 'sap', 'type': 'air_pump'}",RPFCCF331
87,Freezing and Ingredient Feeding H94,rotterdam_production_fri_H94,,"['isa95:production_line', 'isa95:process_cell']","{'site': 'Rotterdam', 'src': 'sap', 'type': 'freezing_and_ingredient_feeding'}",rotterdam_production
88,Ingredient Doser,RPFHD232,,"['function:dosing', 'isa95:unit']","{'Throughput of ingredients:': '10 to 200 litres/hour', 'Product flow:': '100 to 2,000 litres/hour', 'Maximum ingredient size:': '12 mm', 'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'ingredient_doser'}",rotterdam_production_fri_H94
89,In-line Mixer,RPFHD232_inline_mixer,,['isa95:equipment_module'],"{'site': 'Rotterdam', 'src': 'sap', 'type': 'in-line_mixer'}",RPFHD232
90,Ice Cream Feed,RPFHD232_feed,,['isa95:equipment_module'],"{'site': 'Rotterdam', 'src': 'sap', 'type': 'ice_cream_feed'}",RPFHD232
91,Funnel,RPFHD232_funnel,,['isa95:equipment_module'],"{'site': 'Rotterdam', 'src': 'sap', 'type': 'funnel'}",RPFHD232
92,Lamella Pump,RPFHD232_lamella_pump,,['isa95:equipment_module'],"{'site': 'Rotterdam', 'src': 'sap', 'type': 'lamella_pump'}",RPFHD232
93,Continuous Freezer,RPFHCF331,,"['function:continuousFreeze', 'isa95:unit']","{'Suction line, outside diameter': '76.1 mm', 'Liquid line, outside diameter': '21.3 mm', 'Hot gas line, outside diameter': '21.3 mm', 'Drain line, outside diameter': '21.3 mm', 'Safety line, outside diameter': '33.7 mm', 'Mix inlet piping, outside diameter': '38.1 mm', 'Ice cream outlet piping,': 'outside', 'diameter': '63.5 mm', 'cycle time': '3 s', 'site': 'Rotterdam', 'src': 'sap', 'type': 'continuous_freezer'}",rotterdam_production_fri_H94
94,Compressor,RPFHCF331_compressor,,"['isa95:equipment_module', 'function:compressor']","{'Rating': '11bar', 'site': 'Rotterdam', 'src': 'sap', 'type': 'compressor'}",RPFHCF331
95,Freezing Cylinder,RPFHCF331_cylinder,,['isa95:equipment_module'],"{'site': 'Rotterdam', 'src': 'sap', 'type': 'freezing_cylinder'}",RPFHCF331
96,Gear Pump 01,RPFHCF331_gear_pump_01,,['isa95:equipment_module'],"{'site': 'Rotterdam', 'src': 'sap', 'type': 'gear_pump_01'}",RPFHCF331
97,Gear Pump 02,RPFHCF331_gear_pump_02,,['isa95:equipment_module'],"{'site': 'Rotterdam', 'src': 'sap', 'type': 'gear_pump_02'}",RPFHCF331
98,Air Pump,RPFHCF331_air_pump,,['isa95:equipment_module'],"{'site': 'Rotterdam', 'src': 'sap', 'type': 'air_pump'}",RPFHCF331
99,Freezing and Ingredient Feeding P76,rotterdam_production_fri_P76,,"['isa95:production_line', 'isa95:process_cell']","{'site': 'Rotterdam', 'src': 'sap', 'type': 'freezing_and_ingredient_feeding'}",rotterdam_production
