,name,external_id,description,labels,metadata,parent_external_id
37,Continuous Freezer,SPPFCF331,,"['function:continuousFreeze', 'isa95:unit']","{'Suction line, outside diameter': '76.1 mm', 'Liquid line, outside diameter': '21.3 mm', 'Hot gas line, outside diameter': '21.3 mm', 'Drain line, outside diameter': '21.3 mm', 'Safety line, outside diameter': '33.7 mm', 'Mix inlet piping, outside diameter': '38.1 mm', 'Ice cream outlet piping,': 'outside', 'diameter': '63.5 mm', 'cycle time': '3 s', 'site': 'Sao Paulo', 'src': 'sap', 'type': 'continuous_freezer'}",sao_paulo_production_fri
38,Compressor,SPPFCF331_compressor,,"['isa95:equipment_module', 'function:compressor']","{'Rating': '11bar', 'site': 'Sao Paulo', 'src': 'sap', 'type': 'compressor'}",SPPFCF331
39,Freezing Cylinder,SPPFCF331_cylinder,,['isa95:equipment_module'],"{'site': 'Sao Paulo', 'src': 'sap', 'type': 'freezing_cylinder'}",SPPFCF331
40,Gear Pump 01,SPPFCF331_gear_pump_01,,['isa95:equipment_module'],"{'site': 'Sao Paulo', 'src': 'sap', 'type': 'gear_pump_01'}",SPPFCF331
41,Gear Pump 02,SPPFCF331_gear_pump_02,,['isa95:equipment_module'],"{'site': 'Sao Paulo', 'src': 'sap', 'type': 'gear_pump_02'}",SPPFCF331
42,Air Pump,SPPFCF331_air_pump,,['isa95:equipment_module'],"{'site': 'Sao Paulo', 'src': 'sap', 'type': 'air_pump'}",SPPFCF331
43,Pre-Heating and Mixing,sao_paulo_production_mix,,['isa95:process_cell'],"{'site': 'Sao Paulo', 'src': 'sap', 'type': 'pre-heating_and_mixing'}",sao_paulo_production
44,Mix Tank,SPPMT243,,"['isa95:unit', 'function:mix']","{'cycle time': '3 s', 'site': 'Sao Paulo', 'src': 'sap', 'type': 'mix_tank'}",sao_paulo_production_mix
45,Moulding Line,sao_paulo_production_mould,,['isa95:production_line'],"{'Mould strip indexing': '2.9 kW (3.8 HP)', 'Extractor index servo': '2.9 kW (3.8 HP)', 'Extraction of products': '1.9 kW (2.5 HP)', 'Servo chocolate dip': '1.9 kW (2.5 HP)', 'Lay-down servo': '1.9 kW (2.5 HP)', 'Total electrical consumption': '20 KW', 'Brine internal circulation': '7.5 KW', 'Brine external circulation': '11.0 KW', 'Optional: brine circulation pump': '22.0 KW', 'Power voltage standard': '3 x 400 V', 'Change of voltage ≤': '10 %', 'Typical operation load': '180 Amps', 'Main circuit breaker': '250 Amps', 'Recommended supply breaker': '300 Amps', 'site': 'Sao Paulo', 'src': 'sap', 'type': 'moulding_line'}",sao_paulo_production
46,Brine Tank,SPPMBT115,,"['function:brineStore', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Sao Paulo', 'src': 'sap', 'type': 'brine_tank'}",sao_paulo_production_mould
47,Brine Flow System,SPPMBFS561,,"['isa95:unit', 'function:brineTransport']","{'cycle time': '3 s', 'site': 'Sao Paulo', 'src': 'sap', 'type': 'brine_flow_system'}",sao_paulo_production_mould
48,Cartoning,SPPMC561,,"['function:carton', 'isa95:unit']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Sao Paulo', 'src': 'sap', 'type': 'cartoning'}",sao_paulo_production_mould
49,Volumetric Filler,SPPMVF765,,"['function:volumetricFill', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Sao Paulo', 'src': 'sap', 'type': 'volumetric_filler'}",sao_paulo_production_mould
50,Stick Inserter,SPPMSI664,,"['isa95:unit', 'function:insertStick']","{'cycle time': '3 s', 'site': 'Sao Paulo', 'src': 'sap', 'type': 'stick_inserter'}",sao_paulo_production_mould
51,"Main Drive, Indexing Chain Conveyor",SPPMD584,,"['isa95:unit', 'function:transportConveyor']","{'cycle time': '3 s', 'site': 'Sao Paulo', 'src': 'sap', 'type': 'main_drive,_indexing_chain_conveyor'}",sao_paulo_production_mould
52,Wrapping,SPPMW541,,"['isa95:unit', 'function:wrap']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Sao Paulo', 'src': 'sap', 'type': 'wrapping'}",sao_paulo_production_mould
53,Chocolate Coating,SPPMC079,,"['function:coat', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Sao Paulo', 'src': 'sap', 'type': 'chocolate_coating'}",sao_paulo_production_mould
54,Defroster System,SPPMDS552,,"['isa95:unit', 'function:defrost']","{'cycle time': '3 s', 'site': 'Sao Paulo', 'src': 'sap', 'type': 'defroster_system'}",sao_paulo_production_mould
55,"Extractor, Dipping and Lay-off",SPPME012,,"['function:extractDryLayoff', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Sao Paulo', 'src': 'sap', 'type': 'extractor,_dipping_and_lay-off'}",sao_paulo_production_mould
56,Aging,sao_paulo_production_age,,['isa95:process_cell'],"{'site': 'Sao Paulo', 'src': 'sap', 'type': 'aging'}",sao_paulo_production
57,Aging Tank,SPPAT812,,"['function:aging', 'isa95:unit']","{'Function': 'Ageing Vat', 'Capacity': '2,400 Litres', 'Year of manufacture': '2012', 'material': 'Stainless steel', 'Diameter': '170 cms', 'Height': '210 cms', 'Weight': '500 kgs', 'cycle time': '3 s', 'site': 'Sao Paulo', 'src': 'sap', 'type': 'aging_tank'}",sao_paulo_production_age
