,name,external_id,description,labels,metadata,parent_external_id
22,Gear Pump 01,HPFCF331_gear_pump_01,,['isa95:equipment_module'],"{'site': 'Houston', 'src': 'sap', 'type': 'gear_pump_01'}",HPFCF331
23,Air Pump,HPFCF331_air_pump,,['isa95:equipment_module'],"{'site': 'Houston', 'src': 'sap', 'type': 'air_pump'}",HPFCF331
24,Freezing Cylinder,HPFCF331_cylinder,,['isa95:equipment_module'],"{'site': 'Houston', 'src': 'sap', 'type': 'freezing_cylinder'}",HPFCF331
25,Compressor,HPFCF331_compressor,,"['isa95:equipment_module', 'function:compressor']","{'Rating': '11bar', 'site': 'Houston', 'src': 'sap', 'type': 'compressor'}",HPFCF331
26,Gear Pump 02,HPFCF331_gear_pump_02,,['isa95:equipment_module'],"{'site': 'Houston', 'src': 'sap', 'type': 'gear_pump_02'}",HPFCF331
27,Ingredient Doser,HPFD232,,"['isa95:unit', 'function:dosing']","{'Throughput of ingredients:': '10 to 200 litres/hour', 'Product flow:': '100 to 2,000 litres/hour', 'Maximum ingredient size:': '12 mm', 'cycle time': '3 s', 'site': 'Houston', 'src': 'sap', 'type': 'ingredient_doser'}",houston_production_fri
28,Lamella Pump,HPFD232_lamella_pump,,['isa95:equipment_module'],"{'site': 'Houston', 'src': 'sap', 'type': 'lamella_pump'}",HPFD232
29,In-line Mixer,HPFD232_inline_mixer,,['isa95:equipment_module'],"{'site': 'Houston', 'src': 'sap', 'type': 'in-line_mixer'}",HPFD232
30,Funnel,HPFD232_funnel,,['isa95:equipment_module'],"{'site': 'Houston', 'src': 'sap', 'type': 'funnel'}",HPFD232
31,Ice Cream Feed,HPFD232_feed,,['isa95:equipment_module'],"{'site': 'Houston', 'src': 'sap', 'type': 'ice_cream_feed'}",HPFD232
32,Filling Line,houston_production_fill,,['isa95:production_line'],"{'Connections': '3 ~ 400 V, 50-60 Hz', 'Total consumption': 'Depending on filler setup', 'Main breaker': '50 A', 'Supply pressure': '6 bar', 'Total consumption VN': 'Depending on filler setup', 'Consumption (during cleaning)': '50 l/min', 'site': 'Houston', 'src': 'sap', 'type': 'filling_line'}",houston_production
33,Chocolate Spray,HPFCS463,,"['isa95:unit', 'function:coatSpray']","{'cycle time': '3 s', 'site': 'Houston', 'src': 'sap', 'type': 'chocolate_spray'}",houston_production_fill
34,Wet Topping,HPFWT265,,"['isa95:unit', 'function:topping']","{'cycle time': '3 s', 'site': 'Houston', 'src': 'sap', 'type': 'wet_topping'}",houston_production_fill
35,Wrapping,HPFW693,,"['isa95:unit', 'function:wrap']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Houston', 'src': 'sap', 'type': 'wrapping'}",houston_production_fill
36,Cone Dispensing,HPFCD474,,"['function:dispenseCone', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Houston', 'src': 'sap', 'type': 'cone_dispensing'}",houston_production_fill
37,Filling Valves,HPFFV485,,"['isa95:unit', 'function:fill']","{'cycle time': '3 s', 'site': 'Houston', 'src': 'sap', 'type': 'filling_valves'}",houston_production_fill
38,Dry Topping,HPFDT109,,"['function:applyTopping', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Houston', 'src': 'sap', 'type': 'dry_topping'}",houston_production_fill
39,Transfer System,HPFTS185,,"['isa95:unit', 'function:transfer']","{'cycle time': '3 s', 'site': 'Houston', 'src': 'sap', 'type': 'transfer_system'}",houston_production_fill
40,Sleeve Dispensing,HPFSD585,,"['function:sleeveDispense', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Houston', 'src': 'sap', 'type': 'sleeve_dispensing'}",houston_production_fill
41,Lid Dispensing,HPFLD988,,"['isa95:unit', 'function:dispense']","{'cycle time': '3 s', 'site': 'Houston', 'src': 'sap', 'type': 'lid_dispensing'}",houston_production_fill
42,Crimping,HPFC370,,"['isa95:unit', 'function:crimp']","{'cycle time': '3 s', 'site': 'Houston', 'src': 'sap', 'type': 'crimping'}",houston_production_fill
43,Coding,HPFC534,,"['isa95:unit', 'function:coding']","{'cycle time': '3 s', 'site': 'Houston', 'src': 'sap', 'type': 'coding'}",houston_production_fill
44,Cartoning,HPFC927,,"['isa95:unit', 'function:carton']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Houston', 'src': 'sap', 'type': 'cartoning'}",houston_production_fill
45,Aging,houston_production_age,,['isa95:process_cell'],"{'site': 'Houston', 'src': 'sap', 'type': 'aging'}",houston_production
46,Aging Tank,HPAT812,,"['function:aging', 'isa95:unit']","{'Function': 'Ageing Vat', 'Capacity': '2,400 Litres', 'Year of manufacture': '2012', 'material': 'Stainless steel', 'Diameter': '170 cms', 'Height': '210 cms', 'Weight': '500 kgs', 'cycle time': '3 s', 'site': 'Houston', 'src': 'sap', 'type': 'aging_tank'}",houston_production_age
47,Moulding Line,houston_production_mould,,['isa95:production_line'],"{'Mould strip indexing': '2.9 kW (3.8 HP)', 'Extractor index servo': '2.9 kW (3.8 HP)', 'Extraction of products': '1.9 kW (2.5 HP)', 'Servo chocolate dip': '1.9 kW (2.5 HP)', 'Lay-down servo': '1.9 kW (2.5 HP)', 'Total electrical consumption': '20 KW', 'Brine internal circulation': '7.5 KW', 'Brine external circulation': '11.0 KW', 'Optional: brine circulation pump': '22.0 KW', 'Power voltage standard': '3 x 400 V', 'Change of voltage ≤': '10 %', 'Typical operation load': '180 Amps', 'Main circuit breaker': '250 Amps', 'Recommended supply breaker': '300 Amps', 'site': 'Houston', 'src': 'sap', 'type': 'moulding_line'}",houston_production
48,Brine Tank,HPMBT115,,"['isa95:unit', 'function:brineStore']","{'cycle time': '3 s', 'site': 'Houston', 'src': 'sap', 'type': 'brine_tank'}",houston_production_mould
49,Wrapping,HPMW541,,"['isa95:unit', 'function:wrap']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Houston', 'src': 'sap', 'type': 'wrapping'}",houston_production_mould
50,Volumetric Filler,HPMVF765,,"['isa95:unit', 'function:volumetricFill']","{'cycle time': '3 s', 'site': 'Houston', 'src': 'sap', 'type': 'volumetric_filler'}",houston_production_mould
51,"Main Drive, Indexing Chain Conveyor",HPMD584,,"['isa95:unit', 'function:transportConveyor']","{'cycle time': '3 s', 'site': 'Houston', 'src': 'sap', 'type': 'main_drive,_indexing_chain_conveyor'}",houston_production_mould
52,Chocolate Coating,HPMC079,,"['isa95:unit', 'function:coat']","{'cycle time': '3 s', 'site': 'Houston', 'src': 'sap', 'type': 'chocolate_coating'}",houston_production_mould
53,Defroster System,HPMDS552,,"['isa95:unit', 'function:defrost']","{'cycle time': '3 s', 'site': 'Houston', 'src': 'sap', 'type': 'defroster_system'}",houston_production_mould
54,Cartoning,HPMC561,,"['isa95:unit', 'function:carton']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Houston', 'src': 'sap', 'type': 'cartoning'}",houston_production_mould
55,Brine Flow System,HPMBFS561,,"['isa95:unit', 'function:brineTransport']","{'cycle time': '3 s', 'site': 'Houston', 'src': 'sap', 'type': 'brine_flow_system'}",houston_production_mould
56,"Extractor, Dipping and Lay-off",HPME012,,"['isa95:unit', 'function:extractDryLayoff']","{'cycle time': '3 s', 'site': 'Houston', 'src': 'sap', 'type': 'extractor,_dipping_and_lay-off'}",houston_production_mould
57,Stick Inserter,HPMSI664,,"['function:insertStick', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Houston', 'src': 'sap', 'type': 'stick_inserter'}",houston_production_mould
