,name,external_id,description,labels,metadata,parent_external_id
15,Extrusion Line D39,nuremberg_production_extrude_D39,,['isa95:production_line'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'extrusion_line'}",nuremberg_production
16,Hardening Tunnel,NPEDHT947,,"['function:hardening', 'isa95:unit']","{'Panel house thickness of polyurethane panels ( mm (inch) )': '125 (4.9)', 'Container house thickness of polyurethane panels ( mm (inch) )': '120 (4.7)', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'hardening_tunnel'}",nuremberg_production_extrude_D39
17,Cartoning,NPEDC386,,"['function:carton', 'isa95:unit']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'cartoning'}",nuremberg_production_extrude_D39
18,Worktable,NPEDW168,,"['function:worktableTransport', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'worktable'}",nuremberg_production_extrude_D39
19,Tray Tunnel Extruder,NPEDWNTTE981,,"['function:tunnelExtrude', 'isa95:unit']","{'No. of sprockets / vertical pitch ( mm (inch) )': '9 / 180 (7)', 'Conveyor pitch ( mm (inch) )': '50 (2)', 'Tray dimension ( mm (inch) )': '300 x 345 (11.8 x 13.6)', 'Total number of trays / inside tunnel': '839/ 802', 'Total installed power (incl. fans) (kW (HP))': '25 (33)', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'tray_tunnel_extruder'}",NPEDW168
20,Wrapping,NPEDW729,,"['isa95:unit', 'function:wrap']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'wrapping'}",nuremberg_production_extrude_D39
21,Extrusion Line Z75,nuremberg_production_extrude_Z75,,['isa95:production_line'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'extrusion_line'}",nuremberg_production
22,Hardening Tunnel,NPEZHT947,,"['function:hardening', 'isa95:unit']","{'Panel house thickness of polyurethane panels ( mm (inch) )': '125 (4.9)', 'Container house thickness of polyurethane panels ( mm (inch) )': '120 (4.7)', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'hardening_tunnel'}",nuremberg_production_extrude_Z75
23,Cartoning,NPEZC386,,"['function:carton', 'isa95:unit']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'cartoning'}",nuremberg_production_extrude_Z75
24,Worktable,NPEZW168,,"['function:worktableTransport', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'worktable'}",nuremberg_production_extrude_Z75
25,Tray Tunnel Extruder,NPEZWNTTE981,,"['function:tunnelExtrude', 'isa95:unit']","{'No. of sprockets / vertical pitch ( mm (inch) )': '9 / 180 (7)', 'Conveyor pitch ( mm (inch) )': '50 (2)', 'Tray dimension ( mm (inch) )': '300 x 345 (11.8 x 13.6)', 'Total number of trays / inside tunnel': '839/ 802', 'Total installed power (incl. fans) (kW (HP))': '25 (33)', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'tray_tunnel_extruder'}",NPEZW168
26,Wrapping,NPEZW729,,"['isa95:unit', 'function:wrap']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'wrapping'}",nuremberg_production_extrude_Z75
27,Filling Line A46,nuremberg_production_fill_A46,,['isa95:production_line'],"{'Connections': '3 ~ 400 V, 50-60 Hz', 'Total consumption': 'Depending on filler setup', 'Main breaker': '50 A', 'Supply pressure': '6 bar', 'Total consumption VN': 'Depending on filler setup', 'Consumption (during cleaning)': '50 l/min', 'site': 'Nuremberg', 'src': 'sap', 'type': 'filling_line'}",nuremberg_production
28,Dry Topping,NPFADT109,,"['function:applyTopping', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'dry_topping'}",nuremberg_production_fill_A46
29,Wet Topping,NPFAWT265,,"['function:topping', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'wet_topping'}",nuremberg_production_fill_A46
30,Chocolate Spray,NPFACS463,,"['function:coatSpray', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'chocolate_spray'}",nuremberg_production_fill_A46
31,Cone Dispensing,NPFACD474,,"['function:dispenseCone', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'cone_dispensing'}",nuremberg_production_fill_A46
32,Cartoning,NPFAC927,,"['function:carton', 'isa95:unit']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'cartoning'}",nuremberg_production_fill_A46
33,Filling Valves,NPFAFV485,,"['function:fill', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'filling_valves'}",nuremberg_production_fill_A46
34,Wrapping,NPFAW693,,"['isa95:unit', 'function:wrap']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'wrapping'}",nuremberg_production_fill_A46
35,Crimping,NPFAC370,,"['isa95:unit', 'function:crimp']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'crimping'}",nuremberg_production_fill_A46
36,Sleeve Dispensing,NPFASD585,,"['function:sleeveDispense', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'sleeve_dispensing'}",nuremberg_production_fill_A46
37,Coding,NPFAC534,,"['function:coding', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'coding'}",nuremberg_production_fill_A46
38,Transfer System,NPFATS185,,"['function:transfer', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'transfer_system'}",nuremberg_production_fill_A46
39,Lid Dispensing,NPFALD988,,"['function:dispense', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'lid_dispensing'}",nuremberg_production_fill_A46
40,Filling Line D39,nuremberg_production_fill_D39,,['isa95:production_line'],"{'Connections': '3 ~ 400 V, 50-60 Hz', 'Total consumption': 'Depending on filler setup', 'Main breaker': '50 A', 'Supply pressure': '6 bar', 'Total consumption VN': 'Depending on filler setup', 'Consumption (during cleaning)': '50 l/min', 'site': 'Nuremberg', 'src': 'sap', 'type': 'filling_line'}",nuremberg_production
41,Dry Topping,NPFDDT109,,"['function:applyTopping', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'dry_topping'}",nuremberg_production_fill_D39
42,Wet Topping,NPFDWT265,,"['function:topping', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'wet_topping'}",nuremberg_production_fill_D39
43,Chocolate Spray,NPFDCS463,,"['function:coatSpray', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'chocolate_spray'}",nuremberg_production_fill_D39
44,Cone Dispensing,NPFDCD474,,"['function:dispenseCone', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'cone_dispensing'}",nuremberg_production_fill_D39
45,Cartoning,NPFDC927,,"['function:carton', 'isa95:unit']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'cartoning'}",nuremberg_production_fill_D39
46,Filling Valves,NPFDFV485,,"['function:fill', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'filling_valves'}",nuremberg_production_fill_D39
47,Wrapping,NPFDW693,,"['isa95:unit', 'function:wrap']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'wrapping'}",nuremberg_production_fill_D39
48,Crimping,NPFDC370,,"['isa95:unit', 'function:crimp']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'crimping'}",nuremberg_production_fill_D39
49,Sleeve Dispensing,NPFDSD585,,"['function:sleeveDispense', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'sleeve_dispensing'}",nuremberg_production_fill_D39
50,Coding,NPFDC534,,"['function:coding', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'coding'}",nuremberg_production_fill_D39
51,Transfer System,NPFDTS185,,"['function:transfer', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'transfer_system'}",nuremberg_production_fill_D39
52,Lid Dispensing,NPFDLD988,,"['function:dispense', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'lid_dispensing'}",nuremberg_production_fill_D39
53,Filling Line Z75,nuremberg_production_fill_Z75,,['isa95:production_line'],"{'Connections': '3 ~ 400 V, 50-60 Hz', 'Total consumption': 'Depending on filler setup', 'Main breaker': '50 A', 'Supply pressure': '6 bar', 'Total consumption VN': 'Depending on filler setup', 'Consumption (during cleaning)': '50 l/min', 'site': 'Nuremberg', 'src': 'sap', 'type': 'filling_line'}",nuremberg_production
54,Dry Topping,NPFZDT109,,"['function:applyTopping', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'dry_topping'}",nuremberg_production_fill_Z75
55,Wet Topping,NPFZWT265,,"['function:topping', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'wet_topping'}",nuremberg_production_fill_Z75
56,Chocolate Spray,NPFZCS463,,"['function:coatSpray', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'chocolate_spray'}",nuremberg_production_fill_Z75
57,Cone Dispensing,NPFZCD474,,"['function:dispenseCone', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'cone_dispensing'}",nuremberg_production_fill_Z75
58,Cartoning,NPFZC927,,"['function:carton', 'isa95:unit']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'cartoning'}",nuremberg_production_fill_Z75
59,Filling Valves,NPFZFV485,,"['function:fill', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'filling_valves'}",nuremberg_production_fill_Z75
60,Wrapping,NPFZW693,,"['isa95:unit', 'function:wrap']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'wrapping'}",nuremberg_production_fill_Z75
61,Crimping,NPFZC370,,"['isa95:unit', 'function:crimp']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'crimping'}",nuremberg_production_fill_Z75
62,Sleeve Dispensing,NPFZSD585,,"['function:sleeveDispense', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'sleeve_dispensing'}",nuremberg_production_fill_Z75
63,Coding,NPFZC534,,"['function:coding', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'coding'}",nuremberg_production_fill_Z75
64,Transfer System,NPFZTS185,,"['function:transfer', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'transfer_system'}",nuremberg_production_fill_Z75
65,Lid Dispensing,NPFZLD988,,"['function:dispense', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'lid_dispensing'}",nuremberg_production_fill_Z75
66,Pasteurization and Homogenization A46,nuremberg_production_pasteur_A46,,['isa95:process_cell'],"{'Function': ' Ice cream batch process mix plant', 'Year of manufacture': ' 1996', 'Capacity': '500 litres/per hour', 'Electrics': ' 380V/3 Phase/50 Hz', 'Overall installed power': '10,7 kW', 'Length': '395 cm', 'Width': '150 cm', 'Height': '210 cm', 'Weight': '2,150 kgs', 'site': 'Nuremberg', 'src': 'sap', 'type': 'pasteurization_and_homogenization'}",nuremberg_production
67,Balance Tank,NPPAT241,,"['function:balanceTank', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'balance_tank'}",nuremberg_production_pasteur_A46
68,Plate Heat Exchanger,NPPAHE637,,"['function:heatExchange', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'plate_heat_exchanger'}",nuremberg_production_pasteur_A46
69,Pasteurization and Homogenization D39,nuremberg_production_pasteur_D39,,['isa95:process_cell'],"{'Function': ' Ice cream batch process mix plant', 'Year of manufacture': ' 1996', 'Capacity': '500 litres/per hour', 'Electrics': ' 380V/3 Phase/50 Hz', 'Overall installed power': '10,7 kW', 'Length': '395 cm', 'Width': '150 cm', 'Height': '210 cm', 'Weight': '2,150 kgs', 'site': 'Nuremberg', 'src': 'sap', 'type': 'pasteurization_and_homogenization'}",nuremberg_production
70,Balance Tank,NPPDT241,,"['function:balanceTank', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'balance_tank'}",nuremberg_production_pasteur_D39
71,Plate Heat Exchanger,NPPDHE637,,"['function:heatExchange', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'plate_heat_exchanger'}",nuremberg_production_pasteur_D39
72,Pasteurization and Homogenization Z75,nuremberg_production_pasteur_Z75,,['isa95:process_cell'],"{'Function': ' Ice cream batch process mix plant', 'Year of manufacture': ' 1996', 'Capacity': '500 litres/per hour', 'Electrics': ' 380V/3 Phase/50 Hz', 'Overall installed power': '10,7 kW', 'Length': '395 cm', 'Width': '150 cm', 'Height': '210 cm', 'Weight': '2,150 kgs', 'site': 'Nuremberg', 'src': 'sap', 'type': 'pasteurization_and_homogenization'}",nuremberg_production
73,Balance Tank,NPPZT241,,"['function:balanceTank', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'balance_tank'}",nuremberg_production_pasteur_Z75
74,Plate Heat Exchanger,NPPZHE637,,"['function:heatExchange', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'plate_heat_exchanger'}",nuremberg_production_pasteur_Z75
75,Freezing and Ingredient Feeding A46,nuremberg_production_fri_A46,,"['isa95:production_line', 'isa95:process_cell']","{'site': 'Nuremberg', 'src': 'sap', 'type': 'freezing_and_ingredient_feeding'}",nuremberg_production
76,Ingredient Doser,NPFAD232,,"['function:dosing', 'isa95:unit']","{'Throughput of ingredients:': '10 to 200 litres/hour', 'Product flow:': '100 to 2,000 litres/hour', 'Maximum ingredient size:': '12 mm', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'ingredient_doser'}",nuremberg_production_fri_A46
77,In-line Mixer,NPFAD232_inline_mixer,,['isa95:equipment_module'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'in-line_mixer'}",NPFAD232
78,Ice Cream Feed,NPFAD232_feed,,['isa95:equipment_module'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'ice_cream_feed'}",NPFAD232
79,Funnel,NPFAD232_funnel,,['isa95:equipment_module'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'funnel'}",NPFAD232
80,Lamella Pump,NPFAD232_lamella_pump,,['isa95:equipment_module'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'lamella_pump'}",NPFAD232
81,Continuous Freezer,NPFACF331,,"['function:continuousFreeze', 'isa95:unit']","{'Suction line, outside diameter': '76.1 mm', 'Liquid line, outside diameter': '21.3 mm', 'Hot gas line, outside diameter': '21.3 mm', 'Drain line, outside diameter': '21.3 mm', 'Safety line, outside diameter': '33.7 mm', 'Mix inlet piping, outside diameter': '38.1 mm', 'Ice cream outlet piping,': 'outside', 'diameter': '63.5 mm', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'continuous_freezer'}",nuremberg_production_fri_A46
82,Compressor,NPFACF331_compressor,,"['isa95:equipment_module', 'function:compressor']","{'Rating': '11bar', 'site': 'Nuremberg', 'src': 'sap', 'type': 'compressor'}",NPFACF331
83,Freezing Cylinder,NPFACF331_cylinder,,['isa95:equipment_module'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'freezing_cylinder'}",NPFACF331
84,Gear Pump 01,NPFACF331_gear_pump_01,,['isa95:equipment_module'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'gear_pump_01'}",NPFACF331
85,Gear Pump 02,NPFACF331_gear_pump_02,,['isa95:equipment_module'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'gear_pump_02'}",NPFACF331
86,Air Pump,NPFACF331_air_pump,,['isa95:equipment_module'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'air_pump'}",NPFACF331
87,Freezing and Ingredient Feeding D39,nuremberg_production_fri_D39,,"['isa95:production_line', 'isa95:process_cell']","{'site': 'Nuremberg', 'src': 'sap', 'type': 'freezing_and_ingredient_feeding'}",nuremberg_production
88,Ingredient Doser,NPFDD232,,"['function:dosing', 'isa95:unit']","{'Throughput of ingredients:': '10 to 200 litres/hour', 'Product flow:': '100 to 2,000 litres/hour', 'Maximum ingredient size:': '12 mm', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'ingredient_doser'}",nuremberg_production_fri_D39
89,In-line Mixer,NPFDD232_inline_mixer,,['isa95:equipment_module'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'in-line_mixer'}",NPFDD232
90,Ice Cream Feed,NPFDD232_feed,,['isa95:equipment_module'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'ice_cream_feed'}",NPFDD232
91,Funnel,NPFDD232_funnel,,['isa95:equipment_module'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'funnel'}",NPFDD232
92,Lamella Pump,NPFDD232_lamella_pump,,['isa95:equipment_module'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'lamella_pump'}",NPFDD232
93,Continuous Freezer,NPFDCF331,,"['function:continuousFreeze', 'isa95:unit']","{'Suction line, outside diameter': '76.1 mm', 'Liquid line, outside diameter': '21.3 mm', 'Hot gas line, outside diameter': '21.3 mm', 'Drain line, outside diameter': '21.3 mm', 'Safety line, outside diameter': '33.7 mm', 'Mix inlet piping, outside diameter': '38.1 mm', 'Ice cream outlet piping,': 'outside', 'diameter': '63.5 mm', 'cycle time': '3 s', 'site': 'Nuremberg', 'src': 'sap', 'type': 'continuous_freezer'}",nuremberg_production_fri_D39
94,Compressor,NPFDCF331_compressor,,"['isa95:equipment_module', 'function:compressor']","{'Rating': '11bar', 'site': 'Nuremberg', 'src': 'sap', 'type': 'compressor'}",NPFDCF331
95,Freezing Cylinder,NPFDCF331_cylinder,,['isa95:equipment_module'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'freezing_cylinder'}",NPFDCF331
96,Gear Pump 01,NPFDCF331_gear_pump_01,,['isa95:equipment_module'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'gear_pump_01'}",NPFDCF331
97,Gear Pump 02,NPFDCF331_gear_pump_02,,['isa95:equipment_module'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'gear_pump_02'}",NPFDCF331
98,Air Pump,NPFDCF331_air_pump,,['isa95:equipment_module'],"{'site': 'Nuremberg', 'src': 'sap', 'type': 'air_pump'}",NPFDCF331
99,Freezing and Ingredient Feeding Z75,nuremberg_production_fri_Z75,,"['isa95:production_line', 'isa95:process_cell']","{'site': 'Nuremberg', 'src': 'sap', 'type': 'freezing_and_ingredient_feeding'}",nuremberg_production
