,name,external_id,description,labels,metadata,parent_external_id
36,Wrapping,KLPFUW693,,"['function:wrap', 'isa95:unit']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'wrapping'}",kuala_lumpur_production_fill_U98
37,Filling Valves,KLPFUFV485,,"['function:fill', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'filling_valves'}",kuala_lumpur_production_fill_U98
38,Transfer System,KLPFUTS185,,"['function:transfer', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'transfer_system'}",kuala_lumpur_production_fill_U98
39,Lid Dispensing,KLPFULD988,,"['function:dispense', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'lid_dispensing'}",kuala_lumpur_production_fill_U98
40,Cone Dispensing,KLPFUCD474,,"['function:dispenseCone', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'cone_dispensing'}",kuala_lumpur_production_fill_U98
41,Crimping,KLPFUC370,,"['function:crimp', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'crimping'}",kuala_lumpur_production_fill_U98
42,Cartoning,KLPFUC927,,"['function:carton', 'isa95:unit']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'cartoning'}",kuala_lumpur_production_fill_U98
43,Dry Topping,KLPFUDT109,,"['function:applyTopping', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'dry_topping'}",kuala_lumpur_production_fill_U98
44,Pasteurization and Homogenization G15,kuala_lumpur_production_pasteur_G15,,['isa95:process_cell'],"{'Function': ' Ice cream batch process mix plant', 'Year of manufacture': ' 1996', 'Capacity': '500 litres/per hour', 'Electrics': ' 380V/3 Phase/50 Hz', 'Overall installed power': '10,7 kW', 'Length': '395 cm', 'Width': '150 cm', 'Height': '210 cm', 'Weight': '2,150 kgs', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'pasteurization_and_homogenization'}",kuala_lumpur_production
45,Plate Heat Exchanger,KLPPGHE637,,"['function:heatExchange', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'plate_heat_exchanger'}",kuala_lumpur_production_pasteur_G15
46,Balance Tank,KLPPGT241,,"['function:balanceTank', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'balance_tank'}",kuala_lumpur_production_pasteur_G15
47,Pasteurization and Homogenization O54,kuala_lumpur_production_pasteur_O54,,['isa95:process_cell'],"{'Function': ' Ice cream batch process mix plant', 'Year of manufacture': ' 1996', 'Capacity': '500 litres/per hour', 'Electrics': ' 380V/3 Phase/50 Hz', 'Overall installed power': '10,7 kW', 'Length': '395 cm', 'Width': '150 cm', 'Height': '210 cm', 'Weight': '2,150 kgs', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'pasteurization_and_homogenization'}",kuala_lumpur_production
48,Plate Heat Exchanger,KLPPOHE637,,"['function:heatExchange', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'plate_heat_exchanger'}",kuala_lumpur_production_pasteur_O54
49,Balance Tank,KLPPOT241,,"['function:balanceTank', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'balance_tank'}",kuala_lumpur_production_pasteur_O54
50,Pasteurization and Homogenization U98,kuala_lumpur_production_pasteur_U98,,['isa95:process_cell'],"{'Function': ' Ice cream batch process mix plant', 'Year of manufacture': ' 1996', 'Capacity': '500 litres/per hour', 'Electrics': ' 380V/3 Phase/50 Hz', 'Overall installed power': '10,7 kW', 'Length': '395 cm', 'Width': '150 cm', 'Height': '210 cm', 'Weight': '2,150 kgs', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'pasteurization_and_homogenization'}",kuala_lumpur_production
51,Plate Heat Exchanger,KLPPUHE637,,"['function:heatExchange', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'plate_heat_exchanger'}",kuala_lumpur_production_pasteur_U98
52,Balance Tank,KLPPUT241,,"['function:balanceTank', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'balance_tank'}",kuala_lumpur_production_pasteur_U98
53,Extrusion Line G15,kuala_lumpur_production_extrude_G15,,['isa95:production_line'],"{'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'extrusion_line'}",kuala_lumpur_production
54,Worktable,KLPEGW168,,"['function:worktableTransport', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'worktable'}",kuala_lumpur_production_extrude_G15
55,Tray Tunnel Extruder,KLPEGWKTTE981,,"['function:tunnelExtrude', 'isa95:unit']","{'No. of sprockets / vertical pitch ( mm (inch) )': '9 / 180 (7)', 'Conveyor pitch ( mm (inch) )': '50 (2)', 'Tray dimension ( mm (inch) )': '300 x 345 (11.8 x 13.6)', 'Total number of trays / inside tunnel': '839/ 802', 'Total installed power (incl. fans) (kW (HP))': '25 (33)', 'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'tray_tunnel_extruder'}",KLPEGW168
56,Cartoning,KLPEGC386,,"['function:carton', 'isa95:unit']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'cartoning'}",kuala_lumpur_production_extrude_G15
57,Wrapping,KLPEGW729,,"['function:wrap', 'isa95:unit']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'wrapping'}",kuala_lumpur_production_extrude_G15
58,Hardening Tunnel,KLPEGHT947,,"['function:hardening', 'isa95:unit']","{'Panel house thickness of polyurethane panels ( mm (inch) )': '125 (4.9)', 'Container house thickness of polyurethane panels ( mm (inch) )': '120 (4.7)', 'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'hardening_tunnel'}",kuala_lumpur_production_extrude_G15
59,Extrusion Line O54,kuala_lumpur_production_extrude_O54,,['isa95:production_line'],"{'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'extrusion_line'}",kuala_lumpur_production
60,Worktable,KLPEOW168,,"['function:worktableTransport', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'worktable'}",kuala_lumpur_production_extrude_O54
61,Tray Tunnel Extruder,KLPEOWKTTE981,,"['function:tunnelExtrude', 'isa95:unit']","{'No. of sprockets / vertical pitch ( mm (inch) )': '9 / 180 (7)', 'Conveyor pitch ( mm (inch) )': '50 (2)', 'Tray dimension ( mm (inch) )': '300 x 345 (11.8 x 13.6)', 'Total number of trays / inside tunnel': '839/ 802', 'Total installed power (incl. fans) (kW (HP))': '25 (33)', 'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'tray_tunnel_extruder'}",KLPEOW168
62,Cartoning,KLPEOC386,,"['function:carton', 'isa95:unit']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'cartoning'}",kuala_lumpur_production_extrude_O54
63,Wrapping,KLPEOW729,,"['function:wrap', 'isa95:unit']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'wrapping'}",kuala_lumpur_production_extrude_O54
64,Hardening Tunnel,KLPEOHT947,,"['function:hardening', 'isa95:unit']","{'Panel house thickness of polyurethane panels ( mm (inch) )': '125 (4.9)', 'Container house thickness of polyurethane panels ( mm (inch) )': '120 (4.7)', 'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'hardening_tunnel'}",kuala_lumpur_production_extrude_O54
65,Extrusion Line U98,kuala_lumpur_production_extrude_U98,,['isa95:production_line'],"{'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'extrusion_line'}",kuala_lumpur_production
66,Worktable,KLPEUW168,,"['function:worktableTransport', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'worktable'}",kuala_lumpur_production_extrude_U98
67,Tray Tunnel Extruder,KLPEUWKTTE981,,"['function:tunnelExtrude', 'isa95:unit']","{'No. of sprockets / vertical pitch ( mm (inch) )': '9 / 180 (7)', 'Conveyor pitch ( mm (inch) )': '50 (2)', 'Tray dimension ( mm (inch) )': '300 x 345 (11.8 x 13.6)', 'Total number of trays / inside tunnel': '839/ 802', 'Total installed power (incl. fans) (kW (HP))': '25 (33)', 'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'tray_tunnel_extruder'}",KLPEUW168
68,Cartoning,KLPEUC386,,"['function:carton', 'isa95:unit']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'cartoning'}",kuala_lumpur_production_extrude_U98
69,Wrapping,KLPEUW729,,"['function:wrap', 'isa95:unit']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'wrapping'}",kuala_lumpur_production_extrude_U98
70,Hardening Tunnel,KLPEUHT947,,"['function:hardening', 'isa95:unit']","{'Panel house thickness of polyurethane panels ( mm (inch) )': '125 (4.9)', 'Container house thickness of polyurethane panels ( mm (inch) )': '120 (4.7)', 'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'hardening_tunnel'}",kuala_lumpur_production_extrude_U98
71,Pre-Heating and Mixing G15,kuala_lumpur_production_mix_G15,,['isa95:process_cell'],"{'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'pre-heating_and_mixing'}",kuala_lumpur_production
72,Mix Tank,KLPMGT243,,"['function:mix', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'mix_tank'}",kuala_lumpur_production_mix_G15
73,Pre-Heating and Mixing O54,kuala_lumpur_production_mix_O54,,['isa95:process_cell'],"{'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'pre-heating_and_mixing'}",kuala_lumpur_production
74,Mix Tank,KLPMOT243,,"['function:mix', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'mix_tank'}",kuala_lumpur_production_mix_O54
75,Pre-Heating and Mixing U98,kuala_lumpur_production_mix_U98,,['isa95:process_cell'],"{'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'pre-heating_and_mixing'}",kuala_lumpur_production
76,Mix Tank,KLPMUT243,,"['function:mix', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'mix_tank'}",kuala_lumpur_production_mix_U98
77,Moulding Line G15,kuala_lumpur_production_mould_G15,,['isa95:production_line'],"{'Mould strip indexing': '2.9 kW (3.8 HP)', 'Extractor index servo': '2.9 kW (3.8 HP)', 'Extraction of products': '1.9 kW (2.5 HP)', 'Servo chocolate dip': '1.9 kW (2.5 HP)', 'Lay-down servo': '1.9 kW (2.5 HP)', 'Total electrical consumption': '20 KW', 'Brine internal circulation': '7.5 KW', 'Brine external circulation': '11.0 KW', 'Optional: brine circulation pump': '22.0 KW', 'Power voltage standard': '3 x 400 V', 'Change of voltage ≤': '10 %', 'Typical operation load': '180 Amps', 'Main circuit breaker': '250 Amps', 'Recommended supply breaker': '300 Amps', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'moulding_line'}",kuala_lumpur_production
78,Defroster System,KLPMGDS552,,"['function:defrost', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'defroster_system'}",kuala_lumpur_production_mould_G15
79,Brine Flow System,KLPMGBFS561,,"['function:brineTransport', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'brine_flow_system'}",kuala_lumpur_production_mould_G15
80,Volumetric Filler,KLPMGVF765,,"['function:volumetricFill', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'volumetric_filler'}",kuala_lumpur_production_mould_G15
81,"Extractor, Dipping and Lay-off",KLPMGE012,,"['function:extractDryLayoff', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'extractor,_dipping_and_lay-off'}",kuala_lumpur_production_mould_G15
82,Brine Tank,KLPMGBT115,,"['function:brineStore', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'brine_tank'}",kuala_lumpur_production_mould_G15
83,Wrapping,KLPMGW541,,"['function:wrap', 'isa95:unit']","{'Machine type': 'rotary', 'Output, bricks/min': 'up to 50', 'The dosing interval, ml1': '135-240', 'The dosing accuracy, % ': '± 6', 'Block size, mm2': '100x60x35÷40', 'Wrapping material': 'parchment paper, aluminum foil laminate', 'Roll width, mm': '180-210', 'Roll external diameter, mm up to': '400', 'Roll core internal diameter, mm': '60-70', 'Rated power input, kVA': '4,5', 'Voltage, V': '230/400 +-10% AC', 'Frequency, Hz': '50/60', 'Dimensions (L x W x H), mm': '3170 x 1470 x 1540', 'Weight, kg': '1450', 'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'wrapping'}",kuala_lumpur_production_mould_G15
84,Cartoning,KLPMGC561,,"['function:carton', 'isa95:unit']","{'Model': 'SA-380CDF', 'Film width': 'Max. 300 mm', 'Box length': '120 - 400 mm', 'Box width': '50 - 200 mm', 'Packing speed': 'max 80 boxes/min', 'Power': '220V 50/60HZ 2.6KW', 'Machine dimensions': '3770x720x1450', 'Machine weight': '600kg', 'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'cartoning'}",kuala_lumpur_production_mould_G15
85,"Main Drive, Indexing Chain Conveyor",KLPMGD584,,"['function:transportConveyor', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'main_drive,_indexing_chain_conveyor'}",kuala_lumpur_production_mould_G15
86,Stick Inserter,KLPMGSI664,,"['function:insertStick', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'stick_inserter'}",kuala_lumpur_production_mould_G15
87,Chocolate Coating,KLPMGC079,,"['function:coat', 'isa95:unit']","{'cycle time': '3 s', 'site': 'Kuala Lumpur', 'src': 'sap', 'type': 'chocolate_coating'}",kuala_lumpur_production_mould_G15
